name,sector,founded,headquarters,founders,country,amount_raised_inr
Good Glamm Group,Ecommerce,2021.0,New Delhi,"Naiyya Saggi,Darpan Sanghvi, Priyanka Gill",India,"Rs 17,762,000,000.0"
Good Good Piggy,Edtech,2020.0,New Delhi,Purva Aggarwal,India,
Good Health Company,Ecommerce,2021.0,Hyderabad,Samarth Sindhi,India,"Rs 1,261,600,000.0"
Good Host Spaces,Real Estate Tech,2017.0,Mumbai,Nimesh Grover,India,"Rs 2,396,210,000.0"
Good Monk,Ecommerce,2022.0,Bengaluru,"Amarpreet Singh Anand, Sahiba Kaur",India,
GoodDot,Ecommerce,2016.0,Udaipur,"Abhishek Sinha, Deepak Parihar, Shruti Sonali, Stephanie Downs, Taranum Bhatia",India,"Rs 379,310,000.0"
GoodEd Technologies,Edtech,2016.0,New Delhi,"Anis Bari, Ghanshyam Tiwari",India,
GoodGudi,Ecommerce,2023.0,Bengaluru,"Anurag Gupta, Sagar Yarnalkar",India,
GoodLives,Health Tech,2020.0,Gurugram,"Lawrance Lovedeep, Sakshi Shah",India,
Goodbox,Enterprise Tech,2015.0,Bengaluru,"Abey Zachariah, Anand Kelaginamani, Charan Shetty, Mahesh Herle, Mayank Bidawatka, Mohit Maheshwari, Nithin Chandra",India,"Rs 307,100,000.0"
Goodfellows,Health Tech,2021.0,Mumbai,Shantanu Naidu,India,
Goodmeetings,Enterprise Tech,2021.0,Bengaluru,"Abhijeet Sahoo, Alok Mishra, Soumya Ranjan Mohapatra, Srinivasan Narayan",India,"Rs 134,460,000.0"
Goodmylk,Ecommerce,2015.0,Bengaluru,"Abhay Rangan, Radhika Datt, Veena Sudharshanchar",India,"Rs 116,200,000.0"
Goodservice,Consumer Services,2014.0,New Delhi,"Ruchir Jain, Vipul Aggarwal",India,"Rs 132,800,000.0"
Goofy Tails,Ecommerce,2018.0,New Delhi,"Kartik Gupta,Ashish Kaushal,Karan Gupta,Kunal Gupta",India,
Goomo,Travel Tech,2006.0,Mumbai,"Varun Gupta,Sanjeev Sreedharan",India,"Rs 4,150,000,000.0"
Gosree Finance,Fintech,2013.0,Kochi,,India,
Gourmet Garden,Ecommerce,2019.0,Bengaluru,"Arjun Balaji, Vishal Narayanaswamy",India,"Rs 278,880,000.0"
Gozo Cabs,Travel Tech,2015.0,Gurugram,"Deepesh Arora, Sanjay Kumar Kedia",India,
Grab,Logistics,2014.0,Mumbai,"Jignesh Patel, Nishant Vora, Pratish Sanghvi",India,"Rs 491,360,000.0"
GrabOnRent,Ecommerce,2015.0,Bengaluru,"Aditya Sharma, Manish S Sugandhi, Shubham Jain",India,
Grabbit Live,Ecommerce,2021.0,Bengaluru,"Gaurav Tolani, Hemalatha Kanneganti",India,
Grabhouse,Real Estate Tech,2013.0,Mumbai,"Pankhuri Shrivastava, Prateek Shukla",India,"Rs 1,245,000,000.0"
Gradeup,Edtech,2015.0,Noida,"Sanjeev Kumar, Shobhit Bhatnagar, Vibhu Bhushan",India,"Rs 581,000,000.0"
Gradopedia,,2015.0,Mumbai,Hitesh Awtaney,India,
Gram Unnati,Agritech,2013.0,Gurugram,Aneesh Jain,India,
GramCover,Fintech,2016.0,Noida,"Dhyanesh Bhatt, Jatin Singh, Nalin Rawal, Neelam Kumar Gupta, Rishabh Garg, Rishi Raj Vashisht",India,"Rs 581,000,000.0"
GramFactory,Ecommerce,2018.0,Gurugram,"Navneet Singh, Sanjith Kumar, Shashwat Srivastava",India,"Rs 83,000,000.0"
Gramiyaa,Ecommerce,2016.0,Bengaluru,"Mohamed Yaseen, Sibi Manivannan, Naveenrajamaran Rl",India,"Rs 94,620,000.0"
Gramophone,Agritech,2016.0,Gurugram,"Ashish Rajan Singh, Harshit Gupta, Nishant Mahatre, Tauseef Khan",India,"Rs 1,704,820,000.0"
Gramworkx,Agritech,2019.0,Bengaluru,"Kumarapuram Gopalakrishnan, Supriya Ananthakrishnan",India,
Grapevine,Media & Entertainment,2022.0,Bengaluru,"Jainam Talsania, Saumil Tripathi, Shreeyash Dharmadhikari",India,"Rs 215,800,000.0"
Graphene Semiconductors,Advanced Hardware & Technology,2013.0,Bengaluru,"Nandagopal Ananda, Vilas Bhade, Vinay N Hebballi",India,
Graphic India,Media & Entertainment,2013.0,Bengaluru,"Gotham Chopra, Sharad Devarajan, Suresh Seetharaman",India,"Rs 738,700,000.0"
Gray Routes,Enterprise Tech,2013.0,Mumbai,"Sapna Patel, Soubhagya Sahoo",India,
GrayQuest,Fintech,2017.0,Mumbai,Rishab Mehta,India,"Rs 2,276,690,000.0"
Great Manager Institute,Edtech,2017.0,Mumbai,"Ashwin Srivastava, Dalreen Patrao, Prasenjit Bhattacharya",India,
GreedyGame,Enterprise Tech,2013.0,Bengaluru,"Arink Verma, Arpit Jain",India,
Green Collar Agritech Solutions,Agritech,2022.0,Coimbatore,Hemalatha Annamalai,India,
Green Grahi,Health Tech,2021.0,New Delhi,"Shivali Sugand, Siddharth Sharma",India,"Rs 308,760,000.0"
Green Robot Machinery,Agritech,2014.0,Bengaluru,Manohar Sambandam,India,
Green Souls,Ecommerce,2016.0,Mumbai,Ravi Khushwani,India,
Green Worms,Clean Tech,2014.0,Kozhikode,Jabir Karat,India,
GreenCell Mobility,Travel Tech,2019.0,Mumbai,Ashok Agarwal,India,"Rs 37,982,460,000.0"
GreenJams,Clean Tech,2019.0,Visakhapatnam,"Tarun Jami, Varun Jami",India,
GreenPod Labs,Agritech,2019.0,Chennai,"Deepak Rajmohan, Vijay anand",India,
GreenSat,Agritech,2020.0,Mumbai,"Aarush Yadav, Ankesh Toshniwal, Deepak Yadav, Jash Sheth, Krishna Kumar Ghosh",India,
Greencart,Media & Entertainment,2013.0,Mumbai,Rajiv Tevtiya,India,"Rs 124,500,000.0"
Greenday,Ecommerce,2017.0,Lucknow,"Aishwarya Bhatnagar, Prateek Rastogi",India,
Greendigo,Ecommerce,2019.0,Mumbai,"Barkha Bhatnagar Das,Meghna Kishore",India,
Greenest,Ecommerce,2017.0,New Delhi,Gaurav Sharma,India,
Greenikk,Agritech,2019.0,Trivandrum,"Fariq Naushad, Previn Jacob Varghese",India,
Greenjoules,Clean Tech,2018.0,Pune,"R. Sethunath, V S Shridhar, V. Radhika, Viraraghavan Sankaran",India,"Rs 375,160,000.0"
Greenkin,Ecommerce,2022.0,Mumbai,"Abhilash Pandey, Ritika Wadhawan",India,
Greenlam Industries,Real Estate Tech,2013.0,New Delhi,,India,"Rs 439,900,000.0"
Greenway Appliances,Ecommerce,2011.0,Mumbai,"Ankit Mathur, Neha Juneja, Neha Juneja",India,"Rs 207,500,000.0"
Grel Cabs,Travel Tech,2023.0,Pune,"Sarthak Bansal, Mayank Gupta",India,
Grex,Fintech,2014.0,Mumbai,"Manish Kumar,Neera Imandar",India,
Grexter,Real Estate Tech,2016.0,Bengaluru,"Nikhil Dosi, Pratul Gupta",India,"Rs 124,500,000.0"
GreyAtom,Edtech,2016.0,Mumbai,"Mayuresh Shilotri, Mitul Thakkar, Shweta Parekh Doshi",India,"Rs 182,600,000.0"
GreyLabs AI,Enterprise Tech,2023.0,Mumbai,"Aman Goel, Harshita Srivastava",India,"Rs 124,500,000.0"
GreyOrange,Logistics,2012.0,Gurugram,"Akash Gupta, Samay Kohli",India,"Rs 35,532,300,000.0"
GreytHR,Enterprise Tech,1994.0,Bengaluru,"Girish Rowjee, Sayeed Anjum",India,"Rs 1,414,320,000.0"
Grinntech,Clean Tech,2013.0,Chennai,"Nikhilesh Mishra, Puneet Jain",India,"Rs 332,000,000.0"
Grip Invest,Fintech,2020.0,Gurugram,"Aashish Jindal, Nikhil Aggarwal, Vivek Gulati",India,"Rs 1,162,000,000.0"
Gro Club,Travel Tech,2021.0,Bengaluru,"Hrishikesh Mandara Halekote Shivanna, Pruthviraj Gowda",India,
GroAR,Enterprise Tech,2022.0,Hyderabad,"Lakshmanan Ramanathan, Priyanka Manikandan",India,
GroCurv,Enterprise Tech,2019.0,Gurugram,"Venkatesh Rangachari, Vipul Gupta",India,
GroMo,Consumer Services,2019.0,Gurugram,"Ankit Khandelwal, Darpan Khurana",India,"Rs 961,140,000.0"
Grocery Factory,Ecommerce,2016.0,Bengaluru,"Arjun B Shresti, Karthik Shetty",India,
Grohood,Consumer Services,2019.0,Bengaluru,"Prince Jose, Prem Chand",India,
Gromor Finance,Fintech,2016.0,Mumbai,"Ayon Dutta, Santosh Shetty, Shailesh Dixit",India,"Rs 961,140,000.0"
GroundUp,Enterprise Tech,2021.0,Pune,"Kedar Mahamuni, Sachin Gutte, Satyam Ashokrao Avhad",India,
Grouple,Enterprise Tech,2020.0,Mumbai,"Rohit Ghosh, Saurav Ghosh",India,
Grow Fit,Health Tech,2015.0,Bengaluru,Jyotsna Pattabiraman,India,"Rs 373,500,000.0"
Grow Indigo,Agritech,2018.0,Mumbai,"Kirthee Thakkar,Rajendra Badrinarayan Barwale",India,"Rs 1,162,000,000.0"
GrowXCD,Fintech,2022.0,Chennai,"Arjun Muralidharan, Sathishkumar Vijayan",India,"Rs 971,100,000.0"
Growcoms,Agritech,2020.0,Kochi,"George Kurian Kannanthanam,Bibin Mathews,Narendranath P",India,"Rs 373,500,000.0"
Growfitter,Health Tech,2016.0,Mumbai,"Harshit Sethy, Sanmati Pande",India,"Rs 184,260,000.0"
GrownOut,Enterprise Tech,2013.0,New Delhi,"Harsimran Waliya, Sumit Gupta",India,
Growth School,Edtech,2021.0,Bengaluru,Vaibhav Sisinty,India,"Rs 415,000,000.0"
GrowthEx,Edtech,2014.0,Gurugram,"Ayesha Raval, Varun Saxena",India,
GrowthX,Edtech,2019.0,Bengaluru,"Abhishek Patil, Udayan Walvekar",India,"Rs 124,500,000.0"
Groww,Fintech,2016.0,Bengaluru,"Harsh Jain, Ishan Bansal Dean, Lalit Keshre, Neeraj Singh",India,"Rs 32,635,600,000.0"
Groyyo,Ecommerce,2021.0,Gurugram,"Subin Mitra, Ridam Upadhyay, Pratik Tiwary",India,"Rs 3,022,030,000.0"
Grozip,Consumer Services,2015.0,Bengaluru,Anand Kumar Mishra,India,
Grynow,Enterprise Services,2017.0,New Delhi,"Washib Khan, Pranay Sharma",India,
Guardian.in,Ecommerce,2002.0,Mumbai,Shadab Khan,India,
GuardianLink,Enterprise Tech,2016.0,Chennai,"Arjun Reddy, Kameshwaran Elangovan, Keyur Patel, Ramkumar Subramaniam",India,"Rs 996,000,000.0"
Guardians Emergency Response,Consumer Services,2022.0,New Delhi,"Shubham Jain,Karan Raj Jaggi,Vedant Jain",India,
Guarented,Ecommerce,2015.0,Bengaluru,"Abhimanyu Dikshit, Harshwardhan Raikwar, Prateek Agrawal",India,
Gudlyf Mobility,Clean Tech,2022.0,Madurai,K C Vora,India,
Guestara,Enterprise Tech,2024.0,Pune,Neelaksh Gupta,India,
Guidejar,Enterprise Tech,2022.0,Mumbai,Shri Vatz,India,
Gullak,Fintech,2015.0,Noida,"Ajay Bidyarthy, Neeraj Srivastva",India,"Rs 348,600,000.0"
Gullak.Money,Fintech,2022.0,Bengaluru,"Dilip Jain, Manthan Shah, Naimisha Rao",India,"Rs 290,500,000.0"
Gully Network Retail,Enterprise Tech,2019.0,Bengaluru,"Ajay Nain, Prateek Chaturvedi",India,"Rs 160,190,000.0"
Gupshup,Enterprise Tech,2004.0,New Delhi,"Beerud Sheth, Rakesh Mathur",India,"Rs 39,881,500,000.0"
Guru-G Learning Labs,Enterprise Tech,2012.0,Bengaluru,"Amruth Rabindranath, Chetan Manikantan",India,
GuruQ,Edtech,2016.0,Faridabad,Minal Anand,India,
Gurucool,Media & Entertainment,2021.0,New Delhi,"Khansa Fahad, Sheikh Adil Meraj",India,
Gurusiksha,Edtech,2016.0,Kolkata,Dipak Jha,India,
GyFTR,Ecommerce,2012.0,New Delhi,"Arvind Prabhakar, Rajneesh Gupta, Puja Punj",India,
Gyaanzone,Edtech,2013.0,Mumbai,"Afsheen Hamid, Sultan Ansari",India,"Rs 249,000,000.0"
Gyan Data,Enterprise Services,2011.0,Chennai,"Raghunathan Rengaswamy, Shankar Narasimhan, Venkat Venkatasubramanian",India,
GyanDhan,Fintech,2015.0,New Delhi,"Ankit Mehra, Jainesh Sinha",India,
Gympik,Health Tech,2012.0,Bengaluru,"Amaresh Ojha, Karan Malik",India,"Rs 94,620,000.0"
Gynoveda,Ecommerce,2019.0,Mumbai,"Aarati Patil, Rachana Gupta, Vishal Gupta",India,"Rs 913,000,000.0"
Gytree,Ecommerce,2022.0,Mumbai,"Shaili Chopra,Kareshma Khanna,Sudeshna Ray,Swarnima Bhattachary,Shaili Chopra,Kareshma Khanna,Sudeshna Ray,Swarnima Bhattachary",India,
H3Mart,Health Tech,2021.0,Bengaluru,"Daksh Asija,Arjun Wadhwa,Daksh Asija,Arjun Wadhwa",India,
HAPPY,Fintech,2016.0,Mumbai,"Gautam Ivatury, Manish Khera, Shweta Aprameya",India,"Rs 1,742,170,000.0"
HCIN Networks,Enterprise Tech,2019.0,Bengaluru,Vikas Sharma,India,"Rs 125,330,000.0"
HELPI,Consumer Services,2015.0,Gurugram,"Piyush Peshwani, Sariputra Waghdhare, Vineet Bansal",India,
HONO,Enterprise Tech,2008.0,Gurugram,"Mukul Jain, Shrikrishna Joshi",India,"Rs 415,000,000.0"
HROne,Enterprise Tech,2016.0,Noida,Karan Jain,India,"Rs 658,190,000.0"
HRX,Ecommerce,2013.0,Mumbai,Sid Shah,India,
HUG Innovations,Ecommerce,2014.0,Hyderabad,Raj Neravati,India,"Rs 415,000,000.0"
HUVIAiR,Enterprise Tech,2016.0,Bengaluru,"Arjun P Janananda, Vikshut Mundkur",India,"Rs 266,430,000.0"
Haazri,Ecommerce,2016.0,Mumbai,"Arjun Midha, Dhruv Agarwal, Karan Shinghal",India,
Habbit,Edtech,2020.0,Bengaluru,"Raghav Goyal, Somnath Sandeep",India,
Habbit Health and Nutrition,Health Tech,2019.0,New Delhi,"Dev Kabir Malik, Dhruv Bhushan",India,
Habbits,Ecommerce,2022.0,Gurugram,,India,
Haber,Enterprise Tech,2017.0,Pune,"Prashun Purkayastha, Priya Venkat, Vipin Raghavan",India,"Rs 5,399,980,000.0"
Habitat,Edtech,2016.0,New Delhi,"Rohit Pande, Shikhar Sachan",India,
Hachidori Robotics Private Limited,Advanced Hardware & Technology,2019.0,Bengaluru,"Janakiram Annam, Ramanathan Venkataraman",India,
Hack2skill,Edtech,2021.0,Noida,Samkit Sharma,India,"Rs 83,000,000.0"
HackerRank,Edtech,2012.0,Bengaluru,"Harishankaran Karunanidhi, Vivek Ravisankar",India,"Rs 9,163,200,000.0"
Hackle,Logistics,2022.0,Bengaluru,"Deepu Chandran,Jayaram Kasi Visweswaran,Siby Mathew,Suraj Valimbe,Deepu Chandran,Jayaram Kasi Visweswaran,Siby Mathew,Suraj Valimbe",India,
Haeal,Ecommerce,2018.0,Kochi,Rahul Mamman,India,"Rs 111,220,000.0"
HaikuJAM,Media & Entertainment,2015.0,Mumbai,Dhrupad Karwa,India,"Rs 365,200,000.0"
Hail Cabs,Travel Tech,2022.0,Hyderabad,"Harshvardhan Tiwari, Mujeeb Khan, Arbaaz Farooqi",India,
Hair Originals,Ecommerce,2018.0,Gurugram,Jitendra Sharma,India,"Rs 371,010,000.0"
HairVeda,Ecommerce,2007.0,New Delhi,Varun Vashisthaa,India,
Hala Mobility,Clean Tech,2020.0,Hyderabad,"Srikanth Reddy,Snehith Reddy Meda,Anand Pareek,Srikanth Reddy,Snehith Reddy Meda,Anand Pareek",India,"Rs 581,000,000.0"
HalaPlay Technologies,Media & Entertainment,2016.0,Bengaluru,"Ananya Singhal, Prateek Anand, Swapnil Saurav",India,"Rs 1,195,200,000.0"
Halden,Ecommerce,2019.0,Mumbai,Anuj Beriwal,India,
Hammer,Ecommerce,2018.0,Panipat,Rohit Nandwani,India,
Hanchens,Logistics,2020.0,Gurugram,"Abhishek kaushik, Dimpy Dewan",India,
HandyHome,Consumer Services,2015.0,Mumbai,"Aditya Gupta, Akash Goel, Bonish Gandhi, Harmin Shah, Kartikeya Datt, Manthan Shah",India,
HandyTrain,Enterprise Tech,2015.0,Goa,"Anubhab Bandyopadhyay, Devadas Krishnan, Gourav Jaswal, Ralph da Silva, Utkarsh Apoorva",India,"Rs 166,000,000.0"
Hansa Cequity,Enterprise Tech,2008.0,Kurla,"Ajay Kelkar, S Swaminathan",India,"Rs 390,930,000.0"
Hanto,Real Estate Tech,2019.0,Bengaluru,Aashit Verma,India,"Rs 149,400,000.0"
Hanuman Ambulance service,Consumer Services,2020.0,Patna,"Niraj Jha,Niraj Jha",India,
Happi Planet,Ecommerce,2022.0,Mumbai,"Mayank Gupta,Nimeet Dhokai",India,"Rs 97,110,000.0"
Happie Curves,Ecommerce,2022.0,Mumbai,Sonal Somani,India,
Happiest Minds Technologies,Enterprise Services,2011.0,Bengaluru,"Ashok Soota, Aurobinda Nanda, Joseph Anantharaju, Salil Godika",India,"Rs 8,791,360,000.0"
Happilo,Ecommerce,2016.0,Bengaluru,Vikas D Nahar,India,"Rs 3,212,930,000.0"
Happily Unmarried,Ecommerce,2015.0,New Delhi,"Rahul Anand, Rajat Tuli",India,"Rs 331,170,000.0"
Happitoo,Consumer Services,2012.0,Mumbai,"Hemant Jain, Ravi Meena",India,
Happy Jars,Ecommerce,2016.0,New Delhi,"Vikram Sekhar,Surabhi Talwar,Vikram Sekhar,Surabhi Talwar",India,
Happy Nature,Consumer Services,2018.0,New Delhi,"Vikas Singh,Sahil Chopra,Parth Birendra,Vishal Rastogi",India,"Rs 88,810,000.0"
Happy Ratio,Ecommerce,2019.0,New Delhi,Harsh Batra,India,
Happy Reliable Surgeries,Health Tech,2015.0,Bengaluru,"Arpit Paliwal, Shweta Paliwal",India,
Happy2Refer,Enterprise Tech,2015.0,Mumbai,"Harshit Bavisi, Nimit Bavishi",India,
HappyCredit,Ecommerce,2020.0,Bengaluru,"Ashish Virmani, Jitendra Kumar",India,
HappyEMI,Fintech,2017.0,Bengaluru,"Anmol Vij, Suhas Gopinath",India,"Rs 83,000,000.0"
HappyEasyGo,Travel Tech,2017.0,Gurugram,"Boris Zha,Vivek Prabhakar",India,"Rs 4,116,800,000.0"
HappyLocate,Logistics,2016.0,Bengaluru,"Ajay Tiwari, Sainadh Duvvuru",India,"Rs 141,100,000.0"
HappyMongo,Edtech,2016.0,Bengaluru,"Sivakarthikeyan V, Sateesh B",India,
HappyShappy,Ecommerce,2016.0,New Delhi,"Nitin Sood, Sana Hoda Sood",India,
Happydemic,Media & Entertainment,2016.0,Mumbai,"Radhika Mukherji,Amar Pandit",India,
Hapramp Studio,Media & Entertainment,2018.0,Gurugram,"Ankit Kumar, Mofid Ansari, Pratyush Singh, Rajat Dangi",India,"Rs 83,000,000.0"
Haqdarshak,Consumer Services,2016.0,Pune,"Aniket Doegar, Asha Krishnan, PR Ganapathy",India,"Rs 91,300,000.0"
Harappa Education,Edtech,2018.0,New Delhi,"Pramath Raj Sinha, Shreyasi Singh",India,
Harmoney,Fintech,2021.0,Mumbai,"Aditya Mehta, Amal Dani, Omkar Ghaisas",India,
Harmonizer,Deeptech,2019.0,Bengaluru,Manoj soni,India,
Harvested Robotics,Agritech,2023.0,Hyderabad,"Sai Phani Rahul Arepaka, George Mathew",India,
HashCube,Media & Entertainment,2008.0,Bengaluru,"Deepan Chakravarthy, Kuberan Marimuthu, Ramprasad Rajendran",India,
HashLearn,Edtech,2013.0,Bengaluru,Jayadev Gopalakrishnan,India,
HashTaag,Advanced Hardware & Technology,2015.0,Bengaluru,"J V Vijaya Bhaskar Rao, Krishna Vemula, Manoj Kumar, Sreekanth Arumugam",India,"Rs 83,000,000.0"
Hashtag Loyalty,Enterprise Tech,2014.0,Mumbai,"Dhruv Dewan, Karan Chechani, Krishi Fagwani",India,"Rs 273,900,000.0"
Hasora,Ecommerce,2016.0,Gurugram,"Asuka Hatta, Mai Hatta",India,
Hassbricks.com,Real Estate Tech,2020.0,Gautambudh Nagar,Mohit Mudgal,India,
Hasura,Enterprise Tech,2017.0,Bengaluru,"Rajoshi Ghosh, Tanmai Gopal",India,"Rs 11,329,500,000.0"
Hatchfast,Enterprise Tech,2023.0,Pune,"Rajesh Kalane, Sachin Manohar Baiskar",India,
Haus and Kinder,Ecommerce,2018.0,Mumbai,"Kanupriya Anand, Saket Dhankar",India,"Rs 108,730,000.0"
Havstruck,Logistics,2016.0,Bengaluru,"Anirudh Asokan, Ashwin Chari, Harshvardhan Samvatsar, Sandeep Ail, Vishal Uchil",India,
Head Held High,Social Impact,2007.0,Bengaluru,"Madan Padaki, Rajesh Bhat, Sunil Savara",India,
Headfone,Media & Entertainment,2018.0,Bengaluru,"Pratham Khandelwal, Yogesh Sharma",India,"Rs 1,142,080,000.0"
Heads Up For Tails,Ecommerce,2008.0,Gurugram,"Rashi Narang, Ridhima Coelho, Sandeep Atmaram",India,"Rs 4,150,000,000.0"
Healers At Home,Health Tech,2014.0,Noida,Kshitij Garg,India,
Healofy,Ecommerce,2016.0,Bengaluru,"Gaurav Aggarwal, Shubham Maheshwari",India,"Rs 1,455,820,000.0"
Healspan,Health Tech,2022.0,Bengaluru,"Abhishek Sinha, Sabarinath U",India,
Health Care At Home India,Health Tech,2012.0,Noida,Vivek Srivastava,India,"Rs 4,670,410,000.0"
Health Impetus Pvt. Ltd,Enterprise Tech,2003.0,Mumbai,Pankaj Sindhu,India,
Health Saathi,Health Tech,2015.0,Visakhapatnam,"Bhyrav Murthy, Raja Pentakota",India,
HealthAssure,Health Tech,2011.0,Mumbai,Varun Gera,India,"Rs 896,400,000.0"
HealthCRED,Fintech,2022.0,New Delhi,"Arpit Jangir, Shrey Jain",India,"Rs 99,600,000.0"
HealthEminds,Health Tech,2012.0,Bengaluru,Ankita Puri,India,
HealthKart,Ecommerce,2011.0,Gurugram,"Chella Pandyan, Sameer Maheshwari",India,"Rs 29,125,530,000.0"
HealthKumbh,Health Tech,2014.0,Ahmedabad,Maulik Darji,India,
HealthPlix,Enterprise Tech,2014.0,Bengaluru,"Raghuraj Sunder Raju, Sandeep Gudibanda",India,"Rs 3,708,440,000.0"
HealthSignz,Enterprise Tech,2014.0,Hyderabad,"Hanumantharao Chitipothu, Rampaparao Ambati, Surendranath Ch, Vinod P Nair",India,"Rs 415,000,000.0"
HealthSutra,Ecommerce,2019.0,Mumbai,"Maheedhar N V, Sai Krishna Popuri",India,
Healthbuds,Health Tech,2017.0,Kolkata,"Anupam Shukla, Somnath Dasgupta",India,
Healthenablr,Media & Entertainment,2015.0,Mumbai,"Avi Mukherjee, Bamasish Paul",India,
Healthfab,Ecommerce,2019.0,Bengaluru,"Kiriti Acharjee,Satyajit Chakraborty,Sourav Chakrabarty",India,
Healthians,Health Tech,2014.0,Gurugram,"Deepak Sahni, Shruti Gupta",India,"Rs 1,259,940,000.0"
HealthifyMe,Health Tech,2012.0,Bengaluru,"Mathew Cherian, Sachin Shenoy, Tushar Vashisht",India,"Rs 12,450,000,000.0"
Healthledger Diagnostics,Enterprise Tech,2017.0,Pune,"Dr. Darshan Chandak, Sambit Ghosh,Rupali Mantri",India,
Healthy Billions,Health Tech,2014.0,Bengaluru,"Gunjan Poddar, Harsh Poddar",India,
Healthy Labs,Health Tech,2018.0,Mumbai,Nikhil Jadhav,India,
Healthy Master,Ecommerce,2019.0,Bengaluru,Tarun Agrawal,India,
Healthy World,Ecommerce,2011.0,Thane,"Puru Gupta, Sreejith Moolayil",India,
HealthySure,Fintech,2021.0,Mumbai,"Anuj Parekh, Sanil Basutkar",India,"Rs 99,600,000.0"
Healthyhey,Ecommerce,2006.0,Mumbai,Rishi Modi,India,
Healwell24,Health Tech,2017.0,Mumbai,"Chittaranjan Mishra, Dushyant Bhatt, J K, J K Singha, RK Ningthem Devi",India,
Heaps Health,Enterprise Tech,2020.0,Bengaluru,Suman Katragadda,India,"Rs 618,350,000.0"
Hectar Global,Agritech,2021.0,Chennai,"Srinath Srinivasan,Sibhi Kumaran,Ashwath Balaji",India,"Rs 174,300,000.0"
Heelium,Ecommerce,2017.0,Pune,"Prateek Sharma, Siddharth Jain",India,
Helicrofter,Agritech,2020.0,Mumbai,Siddhartha Choudhary,India,
Helios Batteries Pvt Ltd,Clean Tech,2022.0,Chennai,,India,
Helium,Enterprise Tech,2023.0,New Delhi,Sidharth Sahni,India,
Heliware,AI,2018.0,Gurugram,Rajan Srivastav,India,"Rs 110,390,000.0"
Hello Curry,Foodtech,2013.0,Hyderabad,"Raju Bhupati, Sandeep Penmatsa",India,"Rs 166,000,000.0"
Hello Parent,Enterprise Tech,2014.0,New Delhi,"Amanda Kranias, Candice Peters",India,
Hello Tax,Fintech,2015.0,New Delhi,"Himanshu Kumar, Vikash Srivastava",India,
HelloDhobi,Consumer Services,2015.0,Pune,"Arman Verma, Kunal Sachanandani",India,
HelloVerify,Enterprise Tech,2012.0,Noida,"Karan Mirchandani, Varun Mirchandani",India,
Helloworld Technologies India,Real Estate Tech,2019.0,Bengaluru,Jitendra Jagadev,India,"Rs 830,000,000.0"
Helo Protocol,Enterprise Tech,2019.0,Bengaluru,"Gagandeep Singh, Kumar Ranjan",India,
Help On Wheels,Consumer Services,2014.0,New Delhi,Lalit Parmar,India,
HelpUsGreen,Ecommerce,2015.0,Kanpur,Karan Rastogi,India,
Helper4U,Consumer Services,2016.0,Mumbai,"Meenakshi Gupta Jain, Punit Jain",India,
HelpingDoc,Health Tech,2011.0,New Delhi,"Amit Bansal, Dr Hemant Singhal, Srinivas Gattamneni, Julian Hall",India,"Rs 124,500,000.0"
Heltar,Enterprise Tech,2022.0,Gurugram,"Mini Kaintura, Prashant Jangid",India,
Helyxon,Enterprise Tech,2015.0,Chennai,"Sridhar Ranganathan, Vanniyarajan Chellappan, Vijaishankarraja Kottumukkalu Navaneethakrishnan",India,
Hemp Horizons,Ecommerce,2017.0,Noida,"Kanishk Yadav, Kartikey Dadoo, Rohit Shah",India,
HempStreet,Ecommerce,2019.0,New Delhi,Abhishek Mohan,India,"Rs 166,000,000.0"
Hemptyful,Ecommerce,2022.0,Pune,"Kaustubh Mahadik, Revanth Kaza",India,
Heptagon Technologies,Enterprise Tech,2015.0,Bengaluru,"Rajesh Sankarappan, Vignesh Rengasamy, Vijayramkumar Veeraraghavan",India,"Rs 118,690,000.0"
HerKey,Media & Entertainment,2015.0,Bengaluru,Neha Bagaria,India,"Rs 332,000,000.0"
Heraizen Technologies Pvt Ltd,Enterprise Tech,2017.0,Bengaluru,"Mahesh C S, Kiranmayee Urva, Pradeep K M, Venkatesh C S",India,
Herby Angel,Ecommerce,2022.0,Noida,Sherry Jairath,India,"Rs 207,500,000.0"
Hero Future Energies,Clean Tech,2012.0,New Delhi,Sunil Jain,India,"Rs 60,175,000,000.0"
Herringbone & Sui,Ecommerce,2014.0,Mumbai,Kabir Mehra,India,
Hesa,Fintech,2020.0,Hyderabad,"Hema Nandiraju, Vamsi Udayagiri",India,"Rs 393,420,000.0"
Hestia,Ecommerce,2018.0,Gurugram,Nehal Shah,India,
Hetrogenous Communication Technologies,Enterprise Tech,2004.0,Chennai,Anush Gopalan,India,
HexaHealth,Health Tech,2021.0,Gurugram,"Aman Priya Khanna, Ankur Gigras, Vikas Chauhan",India,"Rs 371,840,000.0"
Hexagon Global,Enterprise Services,2012.0,Bengaluru,"Arun Menon, Ravindranath Ramakrishna",India,
Hey Deedee,Logistics,2016.0,Mumbai,"Jagdish Gothi, Revathi Roy",India,
HeyBiz,Consumer Services,2014.0,New Delhi,Bhartesh Chhibbar,India,
HeyHolidays,Travel Tech,2015.0,Bengaluru,"Kenny Blatt, Nitesh Shetty, Stan Dong",India,"Rs 83,000,000.0"
HeyPillow,Real Estate Tech,2014.0,Bengaluru,Stan Dong,India,"Rs 249,000,000.0"
