name,sector,founded,amount_raised,headquarters,founders,country
Vivifi India,Fintech,2016.0,$75.00 Mn+,Hyderabad,"Anil K Pinapala, Srinath Kompella",India
Vivo Collaboration Solutions,Enterprise Tech,2015.0,,New Delhi,Ankur Kashyap,India
Vivriti Capital,Fintech,2017.0,$192.70 Mn+,Chennai,"Aniket Deshpande, Gaurav Kumar, Irfan Mohammed, Soumendra Ghosh, Vineet Sukumar",India
Vizury,Enterprise Tech,2008.0,$16.00 Mn+,Bengaluru,"Chetan Kulkarni, Gourav Chindlur, Vikram Nayak",India
Vlippr,Media & Entertainment,2022.0,$120.00K+,Bengaluru,"Gagandeep Singh, Gaurav Yadav, Sunny Ahlawat",India
Vlurn,Edtech,2014.0,,Mumbai,"Ashutosh Prajapati, Mithil Pawar",India
Vobble,Edtech,2022.0,$1.00 Mn+,Bengaluru,"Neha Sharma, Sowmya Jagannath",India
Vodex,Enterprise Tech,2022.0,$2.15 Mn+,Bengaluru,"Anshul Shrivastava, Kumar Saurav",India
Vogo,Travel Tech,2016.0,$191.03 Mn+,Bengaluru,"Anand Ayyadurai, Balakrishnan Padmanabhan, Sanchit Mittal",India
VoiceClub,Media & Entertainment,2023.0,$700.00K+,Bengaluru,"Ayush Singh,Azhar Rabbani,Muhammad Wasim Ali,Paraag Mishra",India
Voicefriends,Media & Entertainment,2015.0,,Mumbai,Tarun Thadani,India
Voicezen,Enterprise Tech,2018.0,,Gurugram,Apurba Nath,India
Voiro,Enterprise Tech,2014.0,$2.16 Mn+,Bengaluru,"Anand Gopal, Kavita Shenoy",India
Voiz,Edtech,2022.0,$2.00 Mn+,Bengaluru,"Diego Espinosa, Vineet Patil, Yvonne Espinosa",India
Vokal,Media & Entertainment,2015.0,$10.60 Mn+,Bengaluru,"Aprameya Radhakrishna, Mayank Bidawatka",India
Voko,Ecommerce,2016.0,,Gurugram,Bhuvnesh Sharma,India
Voler Cars,Travel Tech,2010.0,,Gurugram,Vikas Parasrampuria,India
Voll Sante,Ecommerce,2017.0,,Mumbai,Satya Dev Tiwari,India
Volt Money,Fintech,2022.0,$1.50 Mn+,Bengaluru,"Lalit Bihani,Ankit Agarwal,Bharat Lamba",India
Voltup,Clean Tech,2020.0,$8.00 Mn+,Mumbai,Siddharth Kabra,India
Voodoo,Ecommerce,2015.0,$1.00 Mn+,New Delhi,"Mohit Mittal, Vijay Simha Reddy",India
Voonik,Ecommerce,2013.0,$34.50 Mn+,Bengaluru,"Navaneetha Krishnan, Sujayath Ali",India
Vow Car Clinic,Consumer Services,2015.0,,Gurugram,"Abhishek Menon Ramachandran, Harmeet Singh Hora",India
Vowelor,Media & Entertainment,2018.0,$143.81K+,New Delhi,"Lalit Sharma, Manik Ghawri",India
VoxPop Clothing,Ecommerce,2013.0,$1.80 Mn+,Mumbai,Siddharth Taparia,India
VoxWeb,Media & Entertainment,2015.0,$1.45 Mn+,Mumbai,Yash Mishra,India
Voxelgrids,Health Tech,2017.0,$5.00 Mn+,Bengaluru,Arjun Arunachalam,India
Voyaah,Travel Tech,2020.0,$500.00K+,Mumbai,"Sharmistha Chakraborty,Mayur Nayak",India
Voylla,Ecommerce,2012.0,$15.47 Mn+,Jaipur,"Vishwas Shringi,Jagrati Shringi",India
Vreedhi Financial Services,Fintech,2019.0,,Hyderabad,Shamik Trehan,India
Vridhi Home Finance,Fintech,2022.0,$54.92 Mn+,Bengaluru,"Sunil Mehta,Sunil Mehta,Sunil Mehta,Sunil Mehta",India
Vserv,Enterprise Tech,2010.0,$14.00 Mn+,Mumbai,"Ashay Padwal, Dippak Khurana",India
VsnapU,Consumer Services,2016.0,$250.93K+,Gurugram,"Kaushik Singh, Parminder Sahni",India
VuNet Systems,Enterprise Tech,2014.0,$5.00 Mn+,Bengaluru,"Ashwin Ramachandran, Bharat Joshi, Jithesh Kaveetil",India
Vulcan Express,Logistics,2013.0,$29.43 Mn+,Boaz,"Deepak Rishi, Sunder Lal Garg",India
Vumonic Datalabs,Enterprise Tech,2019.0,$224.55K+,Bengaluru,"Aravind Raju, Gabriel Appleton",India
Vyapar App,Fintech,2017.0,$34.97 Mn+,Bengaluru,"Shubham Agrawal, Sumit Agarwal",India
Vylt Technologies,Enterprise Tech,2023.0,,Gurugram,"Alok Sharma, Prakash Paunikar",India
WAAYU,Consumer Services,2022.0,,Pune,"Mandar Lande,Anirudha Kotgire",India
WCube,Enterprise Tech,2019.0,,New Delhi,"Akash Narain Mittal, Udit Karan Chandhok",India
WEBINCI TECH PVT LTD,Media & Entertainment,2024.0,,Dehradun,Siddhant Singh,India
WEGOT,Clean Tech,2015.0,$4.96 Mn+,Chennai,"Abilash Haridass, Mohamed Mohideen, Sundeep Donthamshetty, Vijay Krishna",India
WIMWIsure,Enterprise Tech,2017.0,$241.09K+,Ahmedabad,Ravinder Kumar,India
WISE App,Enterprise Tech,2020.0,$5.00 Mn+,Bengaluru,"Bilal Abidi, Mubeen Masudi",India
WOCE Solutions,Enterprise Services,2022.0,$96.18K+,New Delhi,Anup Garg,India
WOGOM,Ecommerce,2021.0,$1.90 Mn+,Ahmedabad,"Nirav Patel,Ravil Patel",India
WOMANCART,Ecommerce,2018.0,,New Delhi,Veena Pahwa,India
WONDRx,Enterprise Tech,2018.0,,Mumbai,"Pankaj Agrawal, Pankaj Sindhu",India
WOW Skin Science,Ecommerce,2014.0,$98.00 Mn+,Bengaluru,"Karan Chowdhary, Manish Chowdhary",India
WOXX CLOTHING,Ecommerce,2023.0,,Gurugram,,India
WTF Gyms and Technology,Health Tech,2021.0,$671.20K+,Noida,Vishal Nigam,India
WWStay Services India,Travel Tech,2012.0,,Bengaluru,"Rajeev Goswami, Shobha Shankar",India
WYN Studio,Media & Entertainment,2019.0,$341.80K+,New Delhi,"Bijay Goutaum, Souniya Khurana",India
Waah Jobs,Consumer Services,2014.0,,Bengaluru,"Aditya Gupta, Dinesh Goel, Gaurav Toshniwal, Ishank Gupta, Kunal Jadhav",India
Wadhwani AI,Enterprise Tech,2018.0,$6.80 Mn+,Mumbai,"Romesh Wadhwani, Sunil Wadhwani",India
Waffle House India,Ecommerce,2014.0,,Mumbai,"Harsh Gadia, Nidhi Gadia",India
Wagr,Ecommerce,2016.0,$556.65K+,Bengaluru,"Advaith Mohan, Ajith Kochery, Siddharth Darbha",India
Wakao,Ecommerce,2020.0,,Panaji,Sairaj Dhond,India
Wakefit,Ecommerce,2014.0,$148.04 Mn+,Bengaluru,"Ankit Garg, Chaitanya Ramalingegowda",India
WakoW,Media & Entertainment,2016.0,$141.00K+,New Delhi,"Arjun Oberai, Bhavya Kohli, Manhar Oberoi",India
Walko,Ecommerce,2012.0,$35.80 Mn+,Mumbai,"Jeetendra Bhandari, Raj Bhandari, Sanjiv Indar Shah",India
Wall,Media & Entertainment,2021.0,$1.05 Mn+,Bengaluru,"Amarnath JV, Anuj Kodam",India
WallMantra,Ecommerce,2017.0,$268.40K+,New Delhi,"Jitesh Agarwal, Kundan Arya, Shivam Agarwal",India
Wallter Systems,Ecommerce,2018.0,,Bengaluru,"Bhanushree Natekar,Mukesh Kumar",India
Walmart India,Ecommerce,2009.0,$37.68 Mn+,Gurugram,Krish Iyer,India
Walnut,Fintech,2014.0,,Pune,"Amit Bhor, Anurag Sinha",India
Walrus,AI,2019.0,$125.00K+,Bengaluru,"Bhagaban Behera, Nakul Kelkar, Sriharsha Setty",India
Wandertrails,Travel Tech,2016.0,$1.00 Mn+,Bengaluru,"Hari Gangadharan, Narayan Menon, Pranav Kumar, Sruti Ramesh Chander, Vishnu Menon",India
WareIQ,Logistics,2019.0,$1.65 Mn+,Bengaluru,"Aayush Mattoo, Harsh Vaidya",India
Warehouse Now,Logistics,2019.0,,Bengaluru,Tarun Saraf,India
WarmOven,Ecommerce,2015.0,,Bengaluru,"Mahesh Madiyala, Sumit Gupta",India
Wasabi,Enterprise Tech,2021.0,$1.80 Mn+,Bengaluru,"Nikhil Goenka, Pradeep Dodle",India
Wassup Laundry,Consumer Services,2011.0,$5.20 Mn+,Chennai,"Balachandar R, Durga Das",India
Wastelink,Agritech,2018.0,$1.20 Mn+,New Delhi,"Krishnan Kasturirangan, Saket Dave",India
WatchYourHealth,Enterprise Tech,2015.0,$7.25 Mn+,Thane,"Jay Patel, Prachi Shinde, Ratheesh Nair",India
WaterScience,Ecommerce,2014.0,,Bengaluru,"Pavithra Rao, Sudeep Kamal Nadukkandy",India
Waterfield Advisors,,2011.0,$6.00 Mn+,Mumbai,,India
Watts and Volts,Clean Tech,2019.0,,Hyderabad,Malika Ashok Lulla,India
Way2News,Media & Entertainment,2015.0,$30.71 Mn+,Hyderabad,Raju Vanapala,India
WayCool,Agritech,2015.0,$280.86 Mn+,Chennai,"Karthik Jayaraman, Sanjay Dasari",India
Waybeo,Enterprise Tech,2010.0,,Mumbai,"Bijoy B.S, Krishnan RV Iyer",India
Wazzat,Enterprise Tech,2014.0,$30.00K+,Hyderabad,"Jay Guru Panda, Mauktik Kulkarni, Naveen Sinha",India
We Do Sky,Clean Tech,2014.0,,New Delhi,Jaspreet Makkar,India
We360. ai,Enterprise Tech,2020.0,$1.79 Mn+,Bhopal,"Arnav Gupta, Swapnil Tripathi",India
WeAreGadgets,Ecommerce,2015.0,,Bengaluru,Sree Krishna Seelam,India
WeAreHolidays,Travel Tech,2012.0,,Gurugram,"Deepak Wadhwa,Harkirat Singh,Mohit Piplani",India
WeInnovate Biosolutions,Health Tech,2016.0,,Pune,Milind Choudhary,India
WeRize,Fintech,2019.0,$25.77 Mn+,Bengaluru,"Himanshu gupta, Vishal Chopra",India
WeSkill,Edtech,2020.0,$400.00K+,Gurugram,"Shashank Patidar, Shaurya Joshi",India
WeVOIS Labs,Clean Tech,2018.0,$483.82K+,Jaipur,"Abhinav Shekhar Vashistha, Abhishek Gupta",India
WeWork India,Real Estate Tech,2017.0,$222.41 Mn+,Bengaluru,Karan Virwani,India
Wealth Managers,Fintech,2003.0,,Pune,"Mr. Bharat Phatak, Mr. Ajit Khasnis",India
WealthApp,Fintech,2016.0,$444.10K+,Bengaluru,"Gaurav Dhawan, Mitesh Shah, Sanjay Gowda, Subba Rao Telidevara",India
WealthBucket,Fintech,2019.0,$3.00 Mn+,New Delhi,"Himanshu Jain, Pulkit Jain",India
WealthDesk,Fintech,2016.0,$3.20 Mn+,Bengaluru,Ujjwal Jain,India
WealthTrust,Fintech,2015.0,$500.00K+,Mumbai,"Jasmin Gohil, Nisarg Gandhi",India
Wealthy,Fintech,2015.0,$14.44 Mn+,Bengaluru,"Aditya Agarwal, Mathieu Guilmineau, Prashant Gupta",India
Weavesmart,Ecommerce,2015.0,,Hyderabad,Nishita Manne,India
Weavings Manpower Solutions,Enterprise Tech,2010.0,,Mumbai,Ashish Talwar,India
WebAlligator,,2012.0,$375.00K+,Bengaluru,"Joseph Rasquinha, Mohammed Zaheer Hussain, Raju Monga, Syed Aleem Hussain",India
WebEngage,Enterprise Tech,2011.0,$24.38 Mn+,Mumbai,"Ankit Utreja, Avlesh Singh",India
Webber ElectroCorp,Clean Tech,2019.0,,Pune,"Manuj Agrawal, Shyama Agrawal",India
Webnyay,Enterprise Tech,2020.0,,New Delhi,"Vishwam Jindal,Ishita Jindal,Team Webnyay,Vishwam Jindal,Ishita Jindal,Team Webnyay",India
WebqDesigns,Enterprise Services,2022.0,,Patna,Nilam Devan,India
Webscale,Enterprise Tech,2013.0,$52.00 Mn+,Bengaluru,"Jay Smith, Robert Shires, Vladimir Shestak",India
Websites.co.in,Enterprise Tech,2017.0,$40.00K+,Mumbai,"Dhaval Mehta, Kartik Raichura",India
WedMeGood,Consumer Services,2014.0,$3.01 Mn+,Gurugram,"Anand Shahani, Mehak S Shahani",India
WeddingWishlist,Ecommerce,2018.0,$300.00K+,Chennai,Kanika Subbiah,India
Weddingz,Consumer Services,2015.0,$2.00 Mn+,Mumbai,"Sandeep Lodha, Sourabh Ladha",India
Wedeterna,Consumer Services,2013.0,,Bengaluru,Saneesh Sukumaran,India
Wedwise,Consumer Services,2015.0,,New Delhi,"Dharam Mehta, Ginny Kohli",India
Weeclu,Enterprise Tech,2016.0,$537.00K+,Hyderabad,"Gopal Panigrahy, Krishnaveni Panda, Santosh Kumar Panda",India
Wegilant,Enterprise Tech,2011.0,$660.00K+,Gurugram,Toshendra Sharma,India
Welcome Cure,Health Tech,2014.0,$6.48 Mn+,Mumbai,"Jawahar J. Shah, Punit Desai",India
WellRX,Enterprise Tech,2020.0,,Gurugram,"Deepak Diwaker, Shaily Nimodia ,Sudhir",India
Wellbeing Nutrition,Ecommerce,2019.0,$12.20 Mn+,Mumbai,"Avnish Chhabria, Saurabh Kapoor",India
Wellcure,Health Tech,2020.0,$200.00K+,Gurugram,"Anchal Kapur, Ankur Bhatia, Inderpreet Kaur, Sumeet Kapur",India
Wellcurve,Ecommerce,2019.0,$600.00K+,New Delhi,Nikhil Mehra,India
Wellness Forever Medicare,Health Tech,2008.0,$20.98 Mn+,Mumbai,"Ashraf Mohammed Biran, Gulshan Haresh Bakhtiani, Mohan Ganpat Chavan",India
Wellthy Therapeutics,Enterprise Tech,2015.0,$7.61 Mn+,Mumbai,"Abhishek Shah, Aradh Pillai, Maaz Shaikh, Prayat Shah",India
Wellversed,Ecommerce,2018.0,$1.75 Mn+,Gurugram,"Aanan Khurma, Aditya Seth, Ripunjay Chachan",India
Welly,Ecommerce,2021.0,$400.00K+,New Delhi,"Urvi Pankaj Raghbeer,Urvi Pankaj Raghbeer",India
Wendor,Foodtech,2017.0,$2.50 Mn+,Gurugram,"Ayush Pahwa, Chaitanya Marwaha, Harsh Gautam, Lakshit Anand",India
Wesense.ai,Enterprise Tech,2017.0,,Bengaluru,"Alok Mishra, Sankara Srinivasan, Soumya Ranjan Mohapatra",India
Wetravelsolo,Media & Entertainment,2014.0,,Noida,Shefali Walia,India
What's Up Life,Media & Entertainment,2015.0,,Gurugram,Gaurav Luthra,India
What's Up Wellness,Ecommerce,2020.0,$1.74 Mn+,Gurugram,"Sayantani Mandal,Vaibhav Makhija",India
Whatfix,Enterprise Tech,2013.0,$264.70 Mn+,Bengaluru,"Khadim Batti, Varakumar Namburu",India
Whatmore,Enterprise Tech,2022.0,,Bengaluru,"Prabhu Sahoo, Shyam Srinivas",India
WhatsLoan,Fintech,2015.0,,Bengaluru,"Timmana Gouda D, Vidya TG",India
Wheelocity,Agritech,2021.0,$27.00 Mn+,Chennai,"Cdr Amresh Singh (Retd), Selvam VMS, Senthil Kumar",India
Wheels Eye,Logistics,2017.0,$1.00 Mn+,Gurugram,"Anshul Mimani, Manish Somani",India
Wheelstreet,Travel Tech,2014.0,$620.00K+,Bengaluru,"Moksha Srivastava, Pranay Shrivastava",India
Where U Elevate,Edtech,2022.0,,Noida,"Rishab Ilwadi, Sangya Srivastava, Santosh Maurya, Sunil Kumar",India
Wherehouse.io,Logistics,2020.0,,New Delhi,"Jeevan Prakash, Lavelesh Sharma, Vaibhav Chawla",India
WhistleDrive,Enterprise Tech,2016.0,$10.85 Mn+,Hyderabad,Rakesh Munnanooru,India
White Cub,Ecommerce,2013.0,,Gurugram,Sonal,India
White Inc,Ecommerce,2013.0,$3.00 Mn+,Bengaluru,"Siddharth Gadodia,Young Yun",India
White Owl,Ecommerce,2011.0,$7.16 Mn+,Mumbai,Javed Murad,India
White Panda,Enterprise Tech,2017.0,,Bengaluru,Roshan Agarwal,India
WhiteShark Energy,Clean Tech,2017.0,,Bhubaneswar,"Raj Kumar Thakur, Sharthak Shankar Bhagat",India
Whitehat Jr,Edtech,2018.0,$11.30 Mn+,Mumbai,Karan Bajaj,India
Whitetable.ai,Enterprise Tech,2023.0,$149.77K+,Bengaluru,"Kamal Kant Gupta, Devvarat Meena",India
Whiz League,Edtech,2020.0,$300.00K+,New Delhi,"Natasha Jain, Sonia Agarwal",India
WhizHack,Enterprise Tech,2020.0,$3.00 Mn+,Gurugram,"Kallol Sil, Kaushik Ray, Sanjay Sengupta",India
WhizJuniors,Edtech,2015.0,,Mumbai,"Sudarshan Shreelal Daga, Vidushi Sudarshan Daga",India
Whizible,Enterprise Services,2012.0,,Pune,Vishwas Mahajan,India
Whizzo,Enterprise Services,2024.0,$4.20 Mn+,Bengaluru,Shrestha Kukreja,India
Whodat,Advanced Hardware & Technology,2013.0,$600.00K+,Bengaluru,"Kaushik Das, Sriram Ganesh",India
WholeSaleBox,Ecommerce,2015.0,$4.15 Mn+,Jaipur,"Chandan Agarwal, Madhur Bhaiya, Rakesh Shekhawat, Rohit Dangayach",India
Wholeleaf,Ecommerce,2020.0,$538.14K+,Gurugram,Shivraj Sharma,India
Whrrl,Fintech,2019.0,,Mumbai,Ashish Anand,India
WiJungle,Enterprise Tech,2017.0,,Gurugram,"Karmesh Gupta, Praveen Gupta",India
WiZN Systems,Real Estate Tech,2013.0,,Bengaluru,Amit Premy,India
Wicked Ride,Travel Tech,2014.0,$24.44 Mn+,Bengaluru,"Anil G, Varun Agni, Vivekananda Hallekere",India
WickedGud,Ecommerce,2021.0,$4.16 Mn+,Mumbai,"Bhuman Dani, Monish Debnath, Soumalya Biswas",India
Wide Mobility Mechatronics,Enterprise Tech,2017.0,,Hubballi,Anu Arora,India
Wifi Dabba,Enterprise Tech,2016.0,,Bengaluru,"Karan Lakshman, Shubhendu Sharma",India
WifiStudy,Edtech,2014.0,,Jaipur,Dinesh Godara,India
Wify,Consumer Services,2019.0,$7.00 Mn+,Mumbai,"Vikram Sharma,Deepanshu Goel",India
Wiggles India,Ecommerce,2018.0,$6.50 Mn+,Pune,Anushka Iyer,India
Wigzo,Enterprise Tech,2015.0,$2.53 Mn+,New Delhi,"Himanshu Kaushik, Jeremiah Cathey, Umair Mohammed",India
Wild Water,Ecommerce,2012.0,,New Delhi,"Steve Verma, Rohit Verma",India
Wildermart,Ecommerce,2021.0,$315.17K+,Bengaluru,"Shweta Thakur,Swaroop Mohan,Shweta Thakur,Swaroop Mohan",India
Wimera,Enterprise Tech,2015.0,,Bengaluru,Nagarajan N,India
Wimwi Foods,Ecommerce,2014.0,,Bengaluru,"Kanupradeep Subramanian, Srishti Shaw",India
WinZO,Media & Entertainment,2018.0,$110.50 Mn+,New Delhi,"Paavan Nanda, Saumya Singh Rathore",India
Windo,Enterprise Tech,2020.0,$2.00 Mn+,Hyderabad,"Rakesh Vaddadi, Silus Reddy",India
Wingreens Farms,Ecommerce,2011.0,$53.87 Mn+,Gurugram,"Anju Srivastava,Arjun Srivastava",India
Wings Lifestyle,Ecommerce,2018.0,,Noida,"Nishit Sharma, Vijay Venkateswaran",India
Wings Travel,Travel Tech,2020.0,,Pune,Arun Kharat,India
Wint Wealth,Fintech,2020.0,$16.39 Mn+,Bengaluru,"Abhik Patel, Ajinkya Kulkarni, Anshul Gupta, Shashank Chimaladari",India
Winuall,Enterprise Tech,2019.0,$4.13 Mn+,Bengaluru,"Ashwini Purohit, Saurabh Vyas",India
Wiom,Enterprise Tech,2020.0,$21.03 Mn+,New Delhi,"Satyam Darmora,Nishit Agarwal,Maanas Dwivedi,Ashutosh Mishra",India
Wiraa,Consumer Services,2022.0,,Indore,"Deepesh Ojha, Shubham Sharma",India
Wisedrive,Ecommerce,2021.0,$1.00 Mn+,Bengaluru,"Kalyandhar Vinukonda,Shashank Sharma,Pratibha Shalini Yellayi",India
WishADish,Enterprise Tech,2018.0,$84.82K+,Gurugram,Bhavya Bhambhani,India
WishCare,Ecommerce,2017.0,$2.40 Mn+,Kolkata,"Ankit Kothari, Ayush Kothari, Stuti Kothari",India
WishNew Wellness,Ecommerce,2022.0,$250.00K+,New Delhi,"Karan Khurana, Pranshu Singh",India
Wishberry,Fintech,2012.0,$2.05 Mn+,Mumbai,"Anshulika Dubey, Priyanka Agarwal",India
Wishfie,Media & Entertainment,2017.0,,Bengaluru,"Akshay Pruthi, Durgesh Kaushik",India
Wishfin.com,Fintech,2016.0,$15.00 Mn+,Noida,"Puru Vashishtha, Rishi Mehra",India
Wishlink,Ecommerce,2022.0,$10.00 Mn+,Gurugram,"Chandan Yadav, Divyansh Ameta, Shaurya Gupta",India
WitBlox,Edtech,2017.0,$183.10K+,Navi Mumbai,"Abhishek Singh, Amit Modi",India
WithMe,Ecommerce,2015.0,$250.00K+,Mumbai,"Ashutosh Pandey, Nithin Kaimal, Shishir Maheshwari",India
WittyFeed,Media & Entertainment,2014.0,,Indore,"Parveen Singhal, Shashank Vaishnav, Vinay Singhal",India
Wiwigo,Travel Tech,2014.0,$595.00K+,New Delhi,Sunil Chaula,India
Wiz Freight,Logistics,2019.0,$53.63 Mn+,Chennai,"Ramkumar Govindarajan, Ramkumar Ramachandran",India
WizKlub,Edtech,2018.0,$9.31 Mn+,Bengaluru,"Amit Bansal, Swarup Vijh",India
Wizely,Fintech,2017.0,,Bengaluru,"Nihar Bobba, Vijay Bobba",India
Wizi,Fintech,2019.0,,Chennai,"Abishek Ramadoss, Venkatesan Anandaraj",India
Wizikey,Media & Entertainment,2019.0,$359.09K+,Gurugram,"Aakriti Bhargava, Anshul Sushil",India
Wizzy,Enterprise Tech,2019.0,$300.00K+,Ahmedabad,"Aenik Shah, Alok Patel",India
WoB,Ecommerce,2021.0,,Bengaluru,"Raghunandan B, Rohan Patnaik",India
WoNoBo,Travel Tech,2012.0,,Mumbai,Zaki Ansari,India
Wolves India,Enterprise Tech,2014.0,,Bengaluru,"Raghu S,Prathyaksharaj Shetty",India
Womaniya,Media & Entertainment,2018.0,,Mumbai,"Avneesh Kumar, Kanak Waikar, Lakhan Suchdev, Siddharth Kothari",India
Women's CricZone,Media & Entertainment,2017.0,,Pune,Yash Lahoti,India
WomenLikeU,Ecommerce,2019.0,$160.00K+,Bengaluru,"Shrijal Dave,Zoheib Jilani",India
Wonderchef,Ecommerce,2009.0,$30.46 Mn+,Mumbai,"Sanjeev Kapoor, Ravi Saxena",India
Wonderlend Hubs,Fintech,2016.0,$1.60 Mn+,Mumbai,"Anusha Jathanna, Rajesh Iyer, Ramakrishnan Ramdas Ramdas",India
Wonderslate,Ecommerce,2015.0,,Bengaluru,"Anand N Achyut, Asha Anand",India
Wondrlab,Enterprise Tech,2020.0,$7.00 Mn+,Mumbai,"Rakesh Hinduja, Saurabh Varma, Vandana Verma",India
Woo,Media & Entertainment,2014.0,,Gurugram,"Ankit Nautiyal, Sumesh Menon",India
Wooden Street,Ecommerce,2015.0,$77.15 Mn+,Jaipur,"Dinesh Pratap, Lokendra Ranawat, Vikas Baheti, Virendra Ranawat",India
Woodpie,Media & Entertainment,2012.0,,Bengaluru,Anuradha Bajpai,India
Woolly Farms,Agritech,2017.0,$565.21K+,Bengaluru,"Bushair A P, Nithun KV, Satyendra Prabhu, Thamam Mubarish",India
Wooplr,Ecommerce,2013.0,$16.03 Mn+,Bengaluru,"Ankit Sabharwal, Arjun Zacharia, Praveen Rajaretnam, Soumen Sarkar",India
Wootz.work,Ecommerce,2023.0,$3.50 Mn+,New Delhi,"Karan Anand,Himanshu Uniyal",India
Woovly,Ecommerce,2019.0,$2.50 Mn+,Bengaluru,". J Venkat, Hithendra Ramachandran, Neha Suyal",India
Work Better,Edtech,2015.0,,Mumbai,"Ruchira Karnik, Swapnil Kamat",India
WorkApps,Enterprise Tech,2015.0,$1.00 Mn+,Pune,MVS Murthy,India
WorkEx,Consumer Services,2017.0,$4.00 Mn+,Bengaluru,"Anupam Acharya, Nimish Sharma, Tarun Baloch",India
WorkIndia,Consumer Services,2015.0,$23.36 Mn+,Bengaluru,"Ajay Kumar, Kshitij Nagvekar, Kunal Patil, Lokesh Tiwari, Moiz Arsiwala, Nilesh Dungarwal, Soumil Rao",India
WorkOnGrid,Enterprise Tech,2017.0,$850.00K+,Bengaluru,"Aayush Agrawal, Shaurya Poddar, Shreyansh Jain, Udit Poddar",India
Workflexi,Consumer Services,2016.0,$157.40K+,Bengaluru,Sandesh Kangod,India
Workie,Real Estate Tech,2017.0,$1.50 Mn+,Indore,Sawan Laddha,India
Workruit,Enterprise Tech,2017.0,$500.00K+,Hyderabad,Manikanth Challa,India
World Art Community,Ecommerce,2014.0,$400.00K+,New Delhi,Shobhit Arora,India
WorqHat,Enterprise Tech,2022.0,$907.27K+,Pune,"Sagnik Ghosh, Susmita Ghosh",India
Worxogo,Enterprise Tech,2015.0,$2.25 Mn+,Bengaluru,"Anant Sood, Ramesh Srinivas, Ravi Bhamidipati, Sanjay Ghoshal",India
Wotu Technologies,Ecommerce,2015.0,,Bengaluru,Dhruv Sawhney,India
Wovoyage,Travel Tech,2016.0,,New Delhi,"Rashmi Chadha, Sahil Seth",India
Wow Venue,Consumer Services,2015.0,$1.50 Mn+,Mumbai,"Ganesh Rai, Geeta Rawtani",India
Wow! Momo,Foodtech,2008.0,$135.66 Mn+,Kolkata,"Binod Kumar Homagai, Sagar Daryani, Shah Miftaur Rahman",India
WowTables,,2012.0,$300.00K+,Mumbai,"Deepa Jain, Kunal Jain",India
Wright Research,Fintech,2019.0,$1.00 Mn+,Mumbai,Sonam Srivastava,India
WriteSome,,2021.0,,Jaipur,Arpit Sihra,India
Wrogn,Ecommerce,2012.0,$66.27 Mn+,Bengaluru,"Anjana Reddy,Vikram Reddy",India
Wubba Lubba Dub Dub,Enterprise Tech,2018.0,$1.25 Mn+,Bengaluru,"Arihant Jain,Jaidev Kesti,Vivekanand Kilari",India
Wudstay,Travel Tech,2015.0,$3.00 Mn+,Gurugram,Prafulla Mathur,India
Wundrsight,Health Tech,2022.0,$400.00K+,Bengaluru,"Nishtha Budhiraja, Raunak Swarnkar",India
Wydr,Ecommerce,2016.0,,Gurugram,"Devesh Rai G, Hitha Uchil",India
Wyse,Media & Entertainment,2021.0,$160.00K+,Bengaluru,"Abhishek Shrivastava,Nishant Shukla,Saiyam Surana,Shivam Jaiswal",India
Wysh,Media & Entertainment,2019.0,$2.00 Mn+,Hyderabad,"Mahesh Gogineni, Manan Maheshwari",India
X1 Racing league,Media & Entertainment,2018.0,,Chennai,"Aditya Patel, Armaan Ebrahim",India
X2Fuels and Energy,Clean Tech,2018.0,$753.16K+,Chennai,"Dr. Vinu R, Dr. S R Chakravarthy",India
XDLINX Space Labs,Deeptech,2022.0,$7.00 Mn+,Hyderabad,"Rupesh Gandupalli, Karthik Govindhasamy",India
XFlow,Fintech,2021.0,$16.20 Mn+,Bengaluru,"Anand Balaji, Ashwin Bhatnagar",India
XMACHINES,Advanced Hardware & Technology,2017.0,$92.39K+,Hyderabad,Trivikram Kumar,India
XPrep,Edtech,2018.0,,New Delhi,"Bhaswat Agarwal,Mukul Rustagi",India
XR Central,Enterprise Tech,2020.0,$250.00K+,Gurugram,"Anshul Agarwal,Shrey Mishra",India
XSI Semi Conductors,Advanced Hardware & Technology,2012.0,,Bengaluru,"Hrishikesh Bhagwat, Krishnadas B",India
XSTOK,Ecommerce,2015.0,$450.00K+,Mumbai,"Mihir Shah, Sanjiv Khandelwal, Sanjiv Khandelwal",India
XYMA Analytics Pvt Ltd,Advanced Hardware & Technology,2019.0,,Chennai,"Nishanth Raja, Aswin Kumar Kathirvel, Krishnan Balasubramanian, Prabhu Rajagopal",India
XYXX,Ecommerce,2017.0,$29.42 Mn+,Surat,"Siddhartha Gondal, Yogesh Kabra",India
Xamcheck,Edtech,2009.0,$15.30 Mn+,Bengaluru,"Naveen Mandava, Varun Kumar",India
Xane.ai,AI,2017.0,,Gurugram,"Ayush Jain, Sahil Narain",India
Xeno,Enterprise Tech,2015.0,$1.60 Mn+,New Delhi,"Ayushmaan Kapoor, Aéko Ongodia, Pranav Ahuja",India
Xera Robotics,Advanced Hardware & Technology,2018.0,,Chennai,Mohana Krishnan Ethirajulu,India
Xetgo,Logistics,2020.0,$160.00K+,Bengaluru,"Nikhitesh Henrage, Saby Varghese, Vivek Vatsal",India
