name,sector,founded,amount_raised,headquarters,founders,country
Clairco,Clean Tech,2018.0,$572.61K+,Bengaluru,"Aayush Jha,Udayan Banerjee,Ashish Singh,Akshay Davasam",India
Clamp,Fintech,2022.0,,Mumbai,Abhishek Yadav,India
ClanConnect,Media & Entertainment,2019.0,$677.67K+,New Delhi,"Anshai Lal, Kunal Sinha, Sagar Pushp",India
ClapJoy Innovations,Ecommerce,2021.0,,Faridabad,Neha Aggarwal,India
Clapingo,Edtech,2021.0,,New Delhi,Sameer Agrawal,India
Clapsnslaps,Media & Entertainment,2013.0,$150.00K+,Mumbai,Pravin Shah,India
Claro Energy,Clean Tech,2011.0,$2.57 Mn+,New Delhi,"Kartik Wahi, Soumitra Mishra",India
Class Logic,Enterprise Tech,2021.0,$100.00K+,Pune,"Anoop Mishra,Vineith Kaul,Alpa Sandip Shah",India
Class24,Edtech,2022.0,,Jaipur,"Bhunesh Sharma, Imran Khan, Rajesh Bairwa",India
ClassKlap,Enterprise Tech,2009.0,,Bengaluru,Varun Kumar,India
ClassMonitor,Edtech,2016.0,$1.71 Mn+,Indore,"Vijeet Pandey, Vikas Rishishwar",India
Classmate Teachers,Edtech,2022.0,,Shivpuri,"Krishna Verma, Sachin Verma",India
Classplus,Enterprise Tech,2018.0,$158.32 Mn+,Noida,"Bhaswat Agarwal, Mukul Rustagi",India
ClayWorks,Real Estate Tech,2017.0,$250.00K+,Bengaluru,"Abhijith Shashidhar, Rahul Singh",India
Clazzo Innovations,Enterprise Services,2017.0,,Kochi,Abhijith Keraleeyan,India
Clean Electric,Clean Tech,2016.0,$13.98 Mn+,Pune,"Abhinav Roy, Akash Gupta",India
Clean Max Thanos,Clean Tech,2022.0,$459.21K+,Mumbai,Vinod Philips,India
CleanTech Technology,Enterprise Tech,2010.0,,Bengaluru,Jay Krishnan,India
Clear,Fintech,2011.0,$140.36 Mn+,Bengaluru,"Archit Gupta,Ankit Solanki,Anupam Mediratta,Srivatsan Chari",India
Clear Meat,Health Tech,2018.0,,New Delhi,"Kartik Dixit, Pawan Dhar, Siddharth Manvati",India
ClearDekho,Ecommerce,2016.0,$9.30 Mn+,Ghaziabad,"Saurabh Dayal, Shiv Singh",India
ClearFeed,Enterprise Tech,2021.0,$2.70 Mn+,Bengaluru,"Ankit Jain, Ankit Jain, Joydeep Sen Sarma, Lalit Indoria",India
Clearfunds,Fintech,2016.0,,Mumbai,Kunal Bajaj,India
Cleartrip,Travel Tech,2006.0,$53.40 Mn+,Bengaluru,"Hrush Bhatt, Matthew Spacie, Stuart Crighton",India
Clensta,Ecommerce,2016.0,$12.65 Mn+,Gurugram,"Puneet Gupta,Ashish Kumar",India
Clever Harvey,Edtech,2020.0,$1.50 Mn+,Mumbai,"Sriram Subramanian,Madhu Agrawal",India
CleverSharks,Media & Entertainment,2014.0,$16.60K+,Mumbai,Arpit Bajpai,India
Clevergene,Health Tech,2013.0,$631.00K+,Bengaluru,"Dhruv Prasher, Tony Jose",India
Clicbrics,Real Estate Tech,2017.0,$3.00 Mn+,Gurugram,"Rohit Malik,Subhash Bedi",India
Click2Clinic Healthcare,Health Tech,2016.0,$850.00K+,Hyderabad,"Murali Bharadwaz, Sujeeth Reddy Punnam",India
ClickGarage,Consumer Services,2015.0,,New Delhi,"Bhuvan Batra, Sanskar Jain, Shashwat Yadav",India
ClickPost,Logistics,2015.0,$7.00 Mn+,Gurugram,"Lokesh Kumar, Naman Vijay, Prashant Gupta",India
Clickokart,Ecommerce,2018.0,$100.00K+,New Delhi,"Gaurav Gupta, Kundan Kumar, Kundan Sinha, Mohit Sharma",India
Clientjoy,Enterprise Tech,2019.0,$920.00K+,Ahmedabad,"Abhishek Doshi, Anupama Panchal, Shashwat Bhatt, Yash Shah",India
Climekare,Clean Tech,2022.0,,Pune,,India
Clinevo Technologies,Enterprise Tech,2016.0,,Bengaluru,Jyothi Swamy,India
Clinical Nutrition,Ecommerce,2013.0,,Mumbai,Swapnaja Shinde,India
Clinikally,Health Tech,2021.0,$3.10 Mn+,Gurugram,"Arjun Soin, Nishant Maggon",India
Clinikk,Health Tech,2016.0,$9.42 Mn+,Bengaluru,"Bhavjot Kaur, Suraj Baliga, Vishal Deep Raja",India
Cliniqally Healthtech,Enterprise Tech,2022.0,,Bengaluru,"Alok Raj Rajasukumaran, Ayyappadas Chandrasekhar, Krishnadas Chandrasekhar",India
Clinivantage,Enterprise Tech,2014.0,$1.00 Mn+,Mumbai,"Abhay Chopada, Dinesh Samudra, Nilesh Javerchand Jain",India
Clinix,Health Tech,2019.0,,Bengaluru,"Aravind Dhulipala, Prabhakar Burugupalli, Sachin Pippiri",India
Clinknow,Ecommerce,2011.0,,Hyderabad,"Abhishek Nayak, Arpit Mohan",India
Clip App,Media & Entertainment,2017.0,$7.00 Mn+,Bengaluru,"Ashish Gupta, Nav Agrawal, Swapnil Upadhyay",India
Clirnet,Media & Entertainment,2015.0,$1.00 Mn+,Mumbai,"Ashu Kasera,Saurav Kasera",India
Clix Capital,Fintech,2016.0,$212.20 Mn+,Gurugram,"Anil Chawla, Pramod Bhasin",India
Clodura,Enterprise Tech,2015.0,,Pune,Kapil Khangaonkar,India
Clorik,Media & Entertainment,2016.0,,Bengaluru,"Shivani Maheshwari, Shivani Maheshwari, Sunil Kumar, Sunil Kumar",India
Cloud Amenity,Enterprise Tech,2013.0,,Chennai,Vikram Visvanathan,India
CloudFeather Games,Media & Entertainment,2019.0,$1.25 Mn+,Bengaluru,"Romi Chandra,Yash Chandra",India
CloudOptimo,Enterprise Tech,2017.0,,Pune,Vaibhav Kamble,India
CloudTailor,Ecommerce,2020.0,$1.45 Mn+,Hyderabad,"Mahesh Patel, Rudra Pratap, Susmitha Lakkakula",India
CloudWorx,Enterprise Tech,2019.0,$600.00K+,Bengaluru,"Yuvraj Tomar,Kaushik Bharadwaj M",India
Cloudacar,Media & Entertainment,2015.0,,Aundh,"Atul Chawla, Rishabh Kumar Sawansukha",India
Cloudbankin,Fintech,2008.0,$400.00K+,Chennai,"Barath Kris, Maieenah rajah Thiyagarajan, Mani Parthasarathy",India
Cloudnix,Enterprise Services,2010.0,,Bengaluru,Nandan Pujar,India
Cloudphysician,Enterprise Tech,2017.0,$14.52 Mn+,Bengaluru,"Dhruv Joshi, Dhruv Sud, Dileep Raman",India
Cloudrino,Enterprise Tech,2011.0,$22.50K+,New Delhi,"Mohit Madan, Mohit Madan, Tarusha Mittal",India
Clove Dental,Health Tech,2011.0,$117.00 Mn+,New Delhi,Amar Singh,India
Clover,Agritech,2018.0,$14.42 Mn+,Bengaluru,"Arvind Murali, Avinash B R, Gururaj Rao, Santosh Narasipura",India
Clovia,Ecommerce,2012.0,$23.00 Mn+,Noida,"Neha Kant, Pankaj Vermani, Suman Chowdhury",India
Clubby,Media & Entertainment,2016.0,,Kochi,"Vishnu Surendranath, Ananthakrishnan Vasudevan Nair Kalyaniku, Ajith Anand, Vipin Varada",India
CoLive,Real Estate Tech,2016.0,$12.00 Mn+,Bengaluru,Arun K Singh,India
CoRover,Enterprise Tech,2016.0,$4.00 Mn+,Bengaluru,"Ankush Sabharwal, Kunal Bhakhri, Manav Gandotra, Rahul Ranjan",India
CocoWorks,Ecommerce,2019.0,,Hyderabad,"Dr Narasimha Reddy Basani,Shilpa Reddy",India
Cocoblu,Enterprise Tech,2022.0,,Bengaluru,,India
Cocosutra,Ecommerce,2017.0,,Bengaluru,Shilpa Kona,India
CodeNicely,Enterprise Services,2017.0,,Raipur,Meghal Agrawal,India
CodeNinja,Enterprise Tech,2017.0,,Bengaluru,"No other founders, No Other Founders, Richhpal Gora, Saurabh Kukreti",India
CodeNxt Technologies,Enterprise Tech,2010.0,$24.26K+,Ahmedabad,Harshit Jayeshbhai Upadhyay,India
Codebrahma,Enterprise Services,2012.0,,Bengaluru,Anand Narayan,India
Codebuddy,Enterprise Tech,2015.0,,Kolkata,Abhishek Gupta,India
Codemojo,Enterprise Tech,2014.0,,Bengaluru,"Shoaib Mohammed, Vijay Krishna",India
Codersbay Technologies,Enterprise Services,2023.0,,Gurugram,Yash Verma,India
Codevidhya,Edtech,2016.0,,Jaipur,"Shivram Choudhary,Savitri Govind",India
Codeyoung,Edtech,2019.0,,Bengaluru,"Rupika Taneja, Shailendra Dhakad",India
Codilar,Enterprise Tech,2015.0,,Bengaluru,"Arshad M., Hashid Hameed, Mahaveer Devabalan, Tamjeed Qazi",India
Coding Blocks,Edtech,2014.0,,New Delhi,"Anushray Gupta, Arnav Gupta, Brij Mohan, Manmohan Gupta, Varun Kohli",India
Coding Elements,Edtech,2017.0,,New Delhi,Mudit Goel,India
Coding Invaders,Edtech,2021.0,$950.00K+,Pune,"Alexander Eroshkin, Alexander Turilin, Alexander Turilin, Roman Kumar Vyas",India
Coding Minutes,Edtech,2020.0,,New Delhi,"Jatin Virmani, Mohit Uniyal, Prateek Narang",India
Coding Ninjas,Edtech,2016.0,$5.20 Mn+,New Delhi,"Ankush Singla, Arpan Garg, Dhawal Parate, Kannu Mittal, Manisha Khattar",India
Coeo Labs,Enterprise Tech,2014.0,,Bengaluru,"Nachiket Deval, Nitesh Kumar Jangir",India
CoffeeMug.ai,Enterprise Tech,2020.0,$625.00K+,New Delhi,"Abhishek Sharma, Dipti Tandon, Nikhil Sarup",India
Cognecto,Enterprise Tech,2020.0,$487.00K+,Bengaluru,"Amitabh Singh, Vinay Singh",India
CogniSaaS,Enterprise Tech,2020.0,$120.00K+,Bengaluru,"Rupesh Rao,Vivek Devaraj",India
CogniX,Edtech,2022.0,,Hyderabad,,India
Cogniphi Technologies,AI,2015.0,,Trivandrum,"Rohith Raveendranath, Michael Kravietz",India
Cogniquest AI,Enterprise Tech,2022.0,,Bengaluru,"Satish Grampurohit, Thejaswi Subramanya",India
Cogoport,Logistics,2016.0,$133.61 Mn+,Gurugram,"Amitabh Shankar, Anurag Dabral, Harsh Kumar, Kunal Rathod, Nishant Dalmia, Shekhar Purnendu",India
Cohance,Health Tech,2018.0,,Hyderabad,,India
CoinDCX,Fintech,2018.0,$243.99 Mn+,Mumbai,"Neeraj Khandelwal, Sumit Gupta",India
CoinSwitch,Fintech,2017.0,$300.00 Mn+,Bengaluru,"Ashish Singhal, Govind Soni, Vimal Sagar Tiwari",India
CoinTribe Technologies,Fintech,2015.0,$13.00 Mn+,Noida,"Amit Sachdev, Manish Chaudhari, Rohit Lohia",India
Cointab,Fintech,2015.0,,Mumbai,"Arul Sundarraj, Gaurav Bansal, Vinit Maniar",India
ColabTools,Enterprise Tech,2020.0,$160.00K+,Mumbai,Nazim Siddiqui,India
Cold Love Ice Cream,Ecommerce,2019.0,$334.09K+,New Delhi,Aditya Tripathi,India
CollPoll,Enterprise Tech,2013.0,$2.47 Mn+,Bengaluru,Hemant Sahal,India
Collateral Medical,Health Tech,2010.0,$6.19 Mn+,Andheri,Nikhilesh Tiwari,India
Collatree,Enterprise Tech,2019.0,,Calicut,"Manu Ganga,Faeez Mushtaq",India
Collectabillia,Ecommerce,2010.0,$7.25 Mn+,Bengaluru,Anjana Reddy,India
Collectcent,Enterprise Tech,2013.0,,Gurugram,Andesh Bhatti,India
Collective Artists Network,Enterprise Tech,2009.0,,Mumbai,"Vijay Subramaniam,Dhruv Chitgopekar,Sudeep Subash,Jovan Martins,Kshitij Mehta",India
CollegeBol.com,Edtech,2013.0,,Ahmedabad,"Aarti Nair, Arastu Zakia, Jatin Leuva",India
CollegeDekho,Edtech,2015.0,$92.94 Mn+,Gurugram,"Ruchir Arora,Saurabh Jain,Rohit Saha",India
CollegeKhabri,Edtech,2017.0,,Bhopal,"Arshi Khan, Rothar Jelis",India
CollegeSearch,Edtech,2010.0,$329.53K+,Gurugram,"Anirudh Motwani, Harshit Agarwal, Parul Bansal",India
CollegeShala,Edtech,2020.0,$250.00K+,Kolkata,MD Fazal Mustafa,India
Collegedunia,Edtech,2010.0,$605.79K+,New Delhi,Sahil Chalana,India
Com Olho,Enterprise Tech,2019.0,$239.00K+,Gurugram,"Abhinav Bangia, Gaurav Prakash, Lloyd Mathias",India
Comarete,Fintech,2015.0,$105.00K+,Pune,"Harshvardhan Kumar, Tushar Patil",India
Combonation,Ecommerce,2021.0,$2.00 Mn+,Gurugram,"Pooja Sodhi,Saurabh Nanda",India
Comet,Ecommerce,2023.0,$5.07 Mn+,Bengaluru,"Dishant Daryani, Utkarsh Gupta",India
CometLabs,Edtech,2020.0,,Hyderabad,"Prashant Katiyar, Rishika Kumari, Shivam Soni",India
Commander Vitrified,Ecommerce,2011.0,$390.00K+,Morbi,"Devendrakumar Laljibhai Serasia, Dayaram Dharamshibhai Soriya, Hiteshkumar Prabhulal Amrutiya",India
CommonFloor,Real Estate Tech,2007.0,$62.90 Mn+,Bengaluru,"Lalit Mangal, Sumit Jain, Vikas Malpani",India
Commut,Travel Tech,2015.0,$200.00K+,Hyderabad,"Charan Thota, Hemanth Reddy Jonnalagadda, Prasanth Garapati, Sandeep Kachavarapu, Srujai Varikuti",India
Commutec,Enterprise Tech,2016.0,,Navi Mumbai,"Randeep Lobana, Randeep Singh, X.Employee Name",India
Comofi Medtech,Health Tech,2018.0,$293.91K+,Bengaluru,"Gururaj KB, Raghunath S Krishnappa, Rakesh Sharma, Satish Kalme, Vikas Kulkarni",India
Comparometer.in,Ecommerce,2015.0,$147.01K+,Mohali,Vineet Saini,India
Complinity,Enterprise Tech,2017.0,$732.45K+,Gurugram,"Sumit Pahwa, Hari Balasubramanian,Kapil Sharma",India
ConceptOwl,Edtech,2016.0,$505.33K+,Trivandrum,RAJAN SINGH,India
Confirmtkt,Travel Tech,2014.0,$250.00K+,Bengaluru,"Dinesh Kumar, Sripad Vaidya",India
Conker World,Edtech,2022.0,$300.00K+,Jaipur,"Sachin Upadhyay,Arvind Arora",India
Connaizen,Enterprise Tech,2015.0,,Gurugram,"Nikhil Garg, Sanchit Kapoor, Vikas Bharti",India
Connect India,Logistics,2015.0,$6.00 Mn+,Mumbai,"L.R. Sridhar, Vijay Mahajan",India
Connect and Heal,Health Tech,2016.0,,Bengaluru,"Elwinder Singh, Galveender Kaur, Sanjay Vinayak",India
ConnectAbank,Fintech,2012.0,,Mumbai,"Gopal Dhar, Tarun Kumar",India
ConnectedH,Health Tech,2016.0,$2.32 Mn+,Gurugram,"Rahul Kumar, Shubham Gupta, Suresh Singh",India
ConsCent,Enterprise Tech,2020.0,$1.67 Mn+,New Delhi,"Sunny Sen,Preeti Lalotra,Sounak Mitra",India
Conscious Chemist,Ecommerce,2020.0,$1.52 Mn+,Gurugram,"Prakher Mathur, Robin Gupta",India
Consoul Associates,Enterprise Services,2019.0,,Kochi,"Nisha K R, Roy John",India
Constapark,Real Estate Tech,2013.0,,Bengaluru,"Chetan Chauhan, Mehul P.",India
Constelli,Advanced Hardware & Technology,2017.0,$3.00 Mn+,Hyderabad,Avinash Chenreddy,India
Consuma,Enterprise Tech,2021.0,,Bengaluru,Abhilash Madabhushi,India
Consure Medical,Health Tech,2012.0,$1.22 Mn+,New Delhi,"Amit Sharma, Nishith Chasmawala",India
Contiinex,Enterprise Tech,2017.0,$2.00 Mn+,Bengaluru,"Prateek Mehta,Vijay Krishna",India
ControlZ,Ecommerce,2019.0,$3.00 Mn+,Gurugram,Yug Bhatia,India
Convegenius,Enterprise Tech,2014.0,$13.19 Mn+,Noida,"Jairaj Bhattacharya, Shashank Pandey",India
ConvertCart,Enterprise Tech,2013.0,,Bengaluru,"Arun Kumar, Shekhar Kapoor",India
Convin,Enterprise Tech,2020.0,$8.94 Mn+,Bengaluru,"Ashish Santhalia, Atul Shree, Bharat Patidar, Durgesh Choudhary",India
Convosight,Media & Entertainment,2019.0,$17.60 Mn+,New Delhi,"Kartik Bansal, Tamanna Dhamija, Tarun Dhamija",India
Cookaroo,Foodtech,2015.0,,Bengaluru,"Darshan Subhash, Nikhil Shriniwas Karanjkar, Sachindra Murugesh, Syed Eraj Hassan",India
Cookd,Ecommerce,2020.0,$600.00K+,Chennai,Aathitiyan V S,India
Cookifi,Consumer Services,2015.0,,Bengaluru,"Ajay Modani, Prachi Malu Modani",India
Cookr,Foodtech,2022.0,$1.00 Mn+,Chennai,"Nirmalkumar Muthu, Praba Santanakrishnan, Saravanakumar(SK) Kandasamy",India
Coolberg,Ecommerce,2016.0,$3.50 Mn+,Mumbai,"Pankaj Aswani, Yashika Keswani",India
Coolshare,Travel Tech,2015.0,$100.00K+,Mumbai,"Navneet Kumar, Randeep Lobana, Youmit Singh",India
Cornext,Agritech,2015.0,$2.21 Mn+,Hyderabad,"Madhav Kshatriya, Amarnath Sarangula, Mohammed Feroz Ahmed",India
CorporatEdge,Real Estate Tech,2012.0,,Gurugram,Mona Shukla,India
Corrit Electric,Clean Tech,2020.0,$9.44 Mn+,Noida,"Mayur Misra,Nishan Kapoor",India
Corvi LED Light,Ecommerce,2012.0,$17.85 Mn+,New Delhi,Vimal Soni,India
Corvid Systems,Enterprise Tech,2018.0,,Bengaluru,"Sandanadurai Rengasamy, Sangeeth Kumar, Shikha Bhargava",India
Cosara Diagnostics,Health Tech,2017.0,,Ahmedabad,,India
Cosmeto Food,Ecommerce,2015.0,$424.44K+,Mumbai,"Himanshu Chadha,Sonia Chadha",India
Cosmo Crawler,Advanced Hardware & Technology,2022.0,,Chennai,,India
Cosmofeed,Media & Entertainment,2021.0,$1.50 Mn+,Gurugram,"Vishnu Pathak,Vivek Yadav",India
Countingwell,Edtech,2018.0,$1.00 Mn+,Bengaluru,"Nirmal Shah, Ravi Jitani",India
Country Delight,Ecommerce,2015.0,$210.43 Mn+,Gurugram,"Chakradhar Gade, Nitin Kaushal",India
Coupl,Fintech,2022.0,,Bengaluru,"Kushagra Manglik, Srinivas Sarkar",India
Coupon Machine,Ecommerce,2014.0,$140.00K+,Pune,Abdul Sattar,India
CouponRaja,Ecommerce,2015.0,$500.00K+,Navi Mumbai,Prasad Shejale,India
Couponhaat,Ecommerce,2015.0,,New Delhi,Vipin Kumar Yadav,India
CouriFly,Logistics,2023.0,,Howrah,Nisha Bali,India
Coursavy,Edtech,2018.0,,Bengaluru,"Anuj Verma, Vimal Singh Rathore",India
Courseplay,Enterprise Tech,2012.0,$420.00K+,Mumbai,Arjun Gupta,India
Coursera,Edtech,2012.0,$443.10 Mn+,Gurugram,"Andrew Ng, Daphne Koller",India
Coutloot,Ecommerce,2016.0,$9.04 Mn+,Mumbai,"Jasmeet Thind, Mahima Kaul, Vinit Jain",India
Couture.ai,Enterprise Tech,2017.0,,Bengaluru,"Prateek Srivastava, Shobhit Agarwal",India
Covacsis,Enterprise Tech,2009.0,$450.00K+,Mumbai,"Abhijeet Mhatre, Tarun Mishra",India
Cover It Up,Ecommerce,2014.0,$475.00K+,Chennai,Ronak Sarda,India
CoverSure,Fintech,2023.0,$3.97 Mn+,Mumbai,"Harshit Jain, Mayank Mishra, Saurabh Vijayvergia",India
Coverfox Insurance,Fintech,2013.0,$58.83 Mn+,Mumbai,"Devendra Rane, Varun Dua",India
Covrzy,Fintech,2022.0,$386.05K+,Bengaluru,"Ankit Kamra,Veera Thota",India
Cozee Homes,Real Estate Tech,2015.0,$154.73K+,Bengaluru,"Ajay Kumar, Balaji Varadharajan",India
Crackle Technologies,Enterprise Tech,2023.0,$1.70 Mn+,Gurugram,"Jaivir Nagi, Shashank Dudeja",India
Cracku,Edtech,2014.0,,Hyderabad,"Maruti Konduri, Sayali Kale, Srikanth Lingamneni",India
CraftsVilla,Ecommerce,2011.0,$53.50 Mn+,Mumbai,"Bhavik Jhaveri, Manoj Gupta, Monica Gupta, Sarvajeet Chandra",India
Craste,Clean Tech,2019.0,,Pune,Shubham Singh,India
Crater,Media & Entertainment,2021.0,$700.00K+,Bengaluru,"Vivan Puri,Vignesh Prasad",India
Creanovation,Enterprise Tech,2009.0,$6.53 Mn+,Gurugram,Bikash Sahoo,India
Creative Galileo,Edtech,2020.0,$10.00 Mn+,Andheri,"Nikhil Naik, Prerna A Jhunjhunwala",India
Creative Monkey Games & Technologies Pvt. Ltd.,Media & Entertainment,2014.0,,Coimbatore,"Deepak Aravind, Kavitha Govindarajan",India
CreatorStack,Media & Entertainment,2019.0,$2.00 Mn+,Bengaluru,"Deobrat Singh, Kevin William David, Nachiketas Ramanujam",India
Creator’s Gurukul,Real Estate Tech,2017.0,,Gurugram,"Abhinav Tandon, Mohammed Sirajuddin",India
Creatr,Enterprise Tech,2023.0,,New Delhi,"Abhishek Kumar, Divyansh Sh, Kartik Sharma, Prince Mendiratta",India
CredAble,Fintech,2017.0,$71.91 Mn+,Mumbai,"Nirav Choksi, Rajiv Ramnarayan, Ram Kewalramani",India
CredR,Ecommerce,2015.0,$31.43 Mn+,Bengaluru,"Nikhil Jain, Nittin Mittal, Sasidhar Nandigam, Sumit Chhazed",India
CredResolve,Fintech,2023.0,$1.13 Mn+,Bengaluru,"Balaji Koustubha, Dhiraj Chiruvella, G Prashanth Kumar, Vijay Kumar",India
CredRight,Fintech,2016.0,$13.71 Mn+,Hyderabad,"Neeraj Bansal, Vineet Jawa",India
Credenc,Fintech,2017.0,$27.50 Mn+,Gurugram,"Avinash Kumar, Mayank Batheja",India
Credflow,Fintech,2019.0,$5.80 Mn+,New Delhi,Kunal Aggarwal,India
Credgenics,Fintech,2018.0,$81.80 Mn+,Noida,"Anand Agrawal, Mayank Khera,Rishabh Goel",India
CrediFiable,Fintech,2017.0,,Bengaluru,Presha Paragash,India
Credible,Agritech,2017.0,,Mumbai,Vikram Sarbajna,India
Credihealth,Health Tech,2013.0,$1.50 Mn+,Gurugram,"Gaurav Gaggar, Ravi Virmani, Saurabh Uboweja",India
Credilio,Fintech,2020.0,$3.92 Mn+,Mumbai,"Aditya Gupta,Sandeep Ghule,Anand Kapadia",India
Credit Fair,Fintech,2018.0,$26.92 Mn+,Mumbai,"Aaditya Damani,Vikas Agrawal",India
Credit Sudhaar,Fintech,2014.0,,Mumbai,"Arun Ramamurthy, Gaurav wadhwani",India
Credit Wise Capital,Fintech,2019.0,$6.00 Mn+,Mumbai,"Aalesh Avlani,Gurpreet Singh Sodhi",India
CreditMantri,Fintech,2012.0,$11.00 Mn+,Chennai,"Gowri Thyagarajan Mukherjee, Ranjit Punja, Sudarshan Rajasundaram",India
CreditMate,Fintech,2018.0,$500.00K+,Mumbai,"Aditya Singh, ASHISH DOSHI, Jonathan Bill",India
CreditPeriod,Fintech,2015.0,,Vikhroli,"Abhik Patel, Ajinkya Kulkarni, Venkatesh Viswanathan",India
CreditSeva,Fintech,2014.0,$361.00K+,Hyderabad,"Dipanjan Bandyopadhyay, Satya Vishnubhotla",India
CreditVidya,Fintech,2012.0,$10.06 Mn+,Hyderabad,"Abhishek Agarwal, RAJIV RAJ",India
Creditas Solutions,Fintech,2015.0,,Gurugram,"Anshuman Panwar, Madan Srinivasan",India
Crediwatch,Fintech,2016.0,$4.80 Mn+,Bengaluru,"Meghna Suryakumar, Sandeep Anandampillai",India
CredoPay,Fintech,2014.0,$5.00 Mn+,Chennai,"Dore Swamy, Siva Raja Sekhar Padala",India
Credwise,Fintech,2022.0,$154.37K+,Bengaluru,"Archit Sharma, Dheeraj Kumar",India
Credy,Fintech,2016.0,$1.40 Mn+,Bengaluru,"Harshit Vaishnav, Pratish Gandhi",India
Crejo.Fun,Edtech,2020.0,$6.00 Mn+,Bengaluru,"Ankit Agarwal, Vikas Bansal",India
Creme Castle,Ecommerce,2015.0,$837.90K+,Noida,"Pranjay Mittal, Veena Mittal",India
Cremeitalia,Ecommerce,2018.0,$2.10 Mn+,Mumbai,,India
Cremica Food Industries,Ecommerce,1996.0,$15.00 Mn+,New Delhi,Rajni Bector,India
Crepdog Crew,Ecommerce,2019.0,,New Delhi,"Anchit Kapil,Shaurya Kumar,Bharat Mehrotra",India
Crest,Enterprise Tech,2022.0,$800.00K+,Bengaluru,"Rahul Vishwakarma,Akhil Kumar,Yogesh Byahatti,Abhishek Surendran",India
Creya Learning,Edtech,2011.0,,Hyderabad,"Hari Krishna Verma Nadimpalli, Datla Reddy, Praveen Vudoagiri",India
Crezam,Enterprise Tech,2022.0,,Bengaluru,,India
Crib,Real Estate Tech,2021.0,$2.23 Mn+,Bengaluru,"Archit Chauhan, Shaifali Jain, Sunny Garg",India
Cricheroes,Media & Entertainment,2016.0,,Ahmedabad,"Abhishek Desai, Kuntal Shah",India
Cricnwin,Media & Entertainment,2015.0,,Gurugram,"Venus Dhuria, Vipul Agrawal",India
Crimson Healthcare,Health Tech,2015.0,$230.33K+,New Delhi,"Neeraj Kumar, Pranav Chopra",India
CrimzonCode,Media & Entertainment,2017.0,,Mumbai,"Devavrat Jatia, Ujjawal Misra",India
Crio,Edtech,2018.0,$1.93 Mn+,Bengaluru,"Rathinamurthy R, Sridher Jeyachandran",India
CrisprBits,Health Tech,2020.0,$250.00K+,New Delhi,"Vijaya Chandru,Sunil Arora, Dr Rajeev Kohli, Bharat Jobanputra,Aditya Sarda",India
CriticaLog,Logistics,2013.0,,Bengaluru,Sujoy Guha,India
Crofarm,Agritech,2016.0,$30.98 Mn+,Gurugram,"Prashant Jain, Varun Khurana",India
CropBytes,Media & Entertainment,2018.0,$2.70 Mn+,Bengaluru,"Sandeep Kumar,Sheryl Varghese",India
CropIn,Enterprise Tech,2010.0,$44.08 Mn+,Bengaluru,"Krishna Kumar, Mouhiit Mohan",India
Cross Border Kitchens,Foodtech,2019.0,,New Delhi,"Ishita Yashvi, Mayank Negi, Mohit Mehta, Muhammad Ahsan Ali Qureshi",India
Crossahead,Travel Tech,2015.0,,Noida,Gaurav Walia,India
Crowd4Test,Enterprise Tech,2015.0,,Bengaluru,Ranganadh Damera,India
Crowdfire,Enterprise Tech,2010.0,$2.50 Mn+,Navi Mumbai,"Anirudh Khusape, Nischal Shetty, Sameer Mhatre, Siddharth Menon",India
Crown,Consumer Services,2016.0,,Hyderabad,Pratapsinh Gaekwad,India
CrownIt,Enterprise Tech,2014.0,$9.50 Mn+,Gurugram,"Arvind Saini, Ashish Munjal, Sameer Grover",India
Crude Area,Media & Entertainment,2012.0,,Mumbai,"Nidhi Dewan, Shweta Bhandari",India
Crypso,Fintech,2021.0,$3.00 Mn+,Bengaluru,"Suraj Kalwani,Rakesh Raman,Ravi Chirania",India
Crystal Group,Logistics,1962.0,$10.00 Mn+,Kolkata,"Murari Lal Agarwal, Rajesh Agarwal",India
CtrlB,Enterprise Tech,2022.0,,Bengaluru,,India
Ctruh,Web3,2022.0,,Bengaluru,A T Vinay Babu,India
Cub McPaws,Ecommerce,2018.0,$2.20 Mn+,Mumbai,"Abhay Bhat, Kathirvel Kandaswami, Kinnar Shah",India
Cube Wealth,Fintech,2016.0,$4.55 Mn+,Mumbai,Satyen V Kothari,India
Cube26,Deeptech,2012.0,$7.70 Mn+,New Delhi,"Abhilekh Agarwal, Akash Jain, Saurav Kumar",India
Cubeit,Media & Entertainment,2012.0,$3.00 Mn+,Bengaluru,"Nithinkumar Gadiparthi, Prathamesh Juvatkar, Sarthak Jain",India
Cuberoot Technologies,Enterprise Tech,2015.0,$500.00K+,New Delhi,"Atul Soni, Nishith Srivastava, Sandip kumar",India
Cubito,Logistics,2014.0,$160.00K+,Bengaluru,"Abhishek Nair, Pranay Agrawal, Siddharth Khare, Yash Patodia",India
CueMath,Edtech,2013.0,$121.66 Mn+,Bengaluru,Manan Khurma,India
Culinary Brands,Foodtech,2022.0,,New Delhi,,India
Cult,Health Tech,2015.0,$3.00 Mn+,Bengaluru,Rishabh Telang,India
CultYvate,Agritech,2016.0,$666.46K+,Bengaluru,"Bhavana Mallesh, Mallesh T M",India
Culture Circle,Consumer Services,2023.0,$2.00 Mn+,Gurugram,"Devansh Jain Nawal, Ackshay Jain",India
