name,sector,founded,headquarters,founders,country,amount_raised_inr,state
Trans Neuron Technologies,Enterprise Tech,2015.0,Bengaluru,Shivaam Sharma,India,,Karnataka
TransAPI,Enterprise Tech,2022.0,Ranchi,Vivek Bisht,India,,Jharkhand
TransBnk,Fintech,2022.0,New Delhi,"Vaibhav Tambe,Lavin Kotian,Pulak Jain,Sachin Gupta,Vaibhav Tambe,Lavin Kotian,Pulak Jain,Sachin Gupta",India,"Rs 415,000,000.0",Delhi
TransTutors,Edtech,2007.0,Noida,"Aditya Singhal, Nishant Sinha",India,,Uttar Pradesh
Transaction Analysts,Fintech,2011.0,Bengaluru,"Raman Babu, Srinivasa Katuri",India,,Karnataka
Transcell Biologics,Health Tech,2009.0,Hyderabad,Subadra Dravida,India,,Telangana
Transerv,Fintech,2010.0,Mumbai,"Aditya Gupta, Anish Williams, Sandeep Ghule",India,"Rs 1,932,240,000.0",Maharashtra
Transport on Demand,Logistics,2015.0,Ahmedabad,"Dhruv Taneja, Yash Vasant",India,,Gujarat
Transporter.city,Logistics,2016.0,Gurugram,"Shailendra Singh, Sonesh Jain, Soumya Arora",India,,Haryana
TraqCheck,Enterprise Tech,2020.0,New Delhi,"Armaan Mehta, Jaibir Nihal Singh, Rishabh Jain",India,,Delhi
Traqo.io,Logistics,2018.0,Noida,Mukesh Deogune,India,,Uttar Pradesh
Trase,Ecommerce,2016.0,New Delhi,"Dhruv Gupta, Jitin Goel",India,,Delhi
Trashcon,Clean Tech,2017.0,Bengaluru,"Nivedha R.M, Saurabh Jain",India,,Karnataka
Tratoli,Travel Tech,2014.0,Mumbai,Aditya Khandelwal,India,,Maharashtra
TravClan,Travel Tech,2018.0,New Delhi,"Arun Bagaria, Ashish Thapliyal, Chirag Agrawal",India,"Rs 572,700,000.0",Delhi
Travel Buddy,Travel Tech,2020.0,Gurugram,"Paromita Bir Chakraborty, Saurav Chakraborty, Vijay Saini",India,,Haryana
TravelGuru,Travel Tech,2005.0,Mumbai,"Ashwin Damera, Ganesh Rengaswamy",India,"Rs 1,245,000,000.0",Maharashtra
TravelKhana,Foodtech,2012.0,New Delhi,Pushpinder Singh,India,,Delhi
TravelShelf,Media & Entertainment,2016.0,Bengaluru,Aditya Arya,India,,Karnataka
TravelTriangle,Travel Tech,2011.0,Gurugram,"Prabhat Gupta, Sanchit Garg, Sankalp Agarwal",India,"Rs 3,959,100,000.0",Haryana
Travelspice,Travel Tech,2017.0,Bengaluru,"Prashant Mitta,Ramu Kallepalli",India,,Karnataka
Travelyaari,Travel Tech,2007.0,Bengaluru,"Aurvind Lama, Parthasarathi Sinha",India,"Rs 830,000,000.0",Karnataka
Traviate,Enterprise Tech,2015.0,Noida,Pranita Baveja,India,,Uttar Pradesh
Travographer,Media & Entertainment,2017.0,Gurugram,"Deepak Bansal, Kapil Arora",India,,Haryana
Traya Health,Health Tech,2019.0,Mumbai,"Altaf Saiyed, Saloni Anand",India,"Rs 979,400,000.0",Maharashtra
Trazoo Private Limited,Enterprise Tech,2018.0,Gurugram,"Alisha Chhabra, Deepak Verma, Divyendra Kumar",India,,Haryana
TreZix,Enterprise Tech,2022.0,Mumbai,"Haresh Calcuttawala, Shailesh Sapale, Sunil Kharbanda",India,"Rs 99,600,000.0",Maharashtra
Tread,Health Tech,2020.0,Bengaluru,Dinesh Godara,India,"Rs 91,300,000.0",Karnataka
Treebo Hotels,Travel Tech,2015.0,Bengaluru,"Kadam Jeet Jain, Rahul Chaudhary, Sidharth Gupta",India,"Rs 7,058,320,000.0",Karnataka
Trell,Ecommerce,2016.0,Bengaluru,"Arun Lodhi, Bimal Kartheek Rebba, Prashant Sachan, Pulkit Agrawal",India,"Rs 5,282,120,000.0",Karnataka
Trendieapp,Media & Entertainment,2016.0,Kolkata,"Mimi Paul, Sourav Karmakar",India,,West Bengal
Trendlyne,Fintech,2017.0,Bengaluru,"Amber Pabreja, Devi Yesodharan, Ketan Go",India,"Rs 149,400,000.0",Karnataka
Trential,Enterprise Tech,2022.0,Gurugram,"Tanmay Yadav, Mukul Verma",India,"Rs 166,000,000.0",Haryana
TresMoto,Clean Tech,2015.0,Bengaluru,"Indrajeet Singh Rajpoot, Shubham Jain",India,,Karnataka
Trezi,Advanced Hardware & Technology,2014.0,Noida,"Gautam Tewari, Tithi Tewari",India,"Rs 327,850,000.0",Uttar Pradesh
Trialkart,Enterprise Tech,2015.0,Bengaluru,"Harsha M, Jayalakshmi Manohar, Vipul Divyanshu",India,,Karnataka
Tribeca Care,Health Tech,2013.0,Kolkata,Tamojit Dutta,India,,West Bengal
Tricog Health,Enterprise Tech,2014.0,Bengaluru,"Abhinav Gujjar, Charit Bhograj, Udayan Dasgupta, Zainul Charbiwala",India,"Rs 1,909,000,000.0",Karnataka
Trideal,Consumer Services,2012.0,Chandigarh,sameer Sharma,India,,Chandigarh
Trident Analytical Solutions,Enterprise Services,2010.0,Kanpur,"Amaresh Misra, Amitesh Mishra, Kalpnesh Gupta, Nikhil Tiwari",India,,Uttar Pradesh
Tridex Bazaar,Logistics,2019.0,New Delhi,"Arsh Gauttam, Kartikey Prasad Bhatt, Vipul Singh",India,,Delhi
Triesta Sciences,Health Tech,2007.0,Bengaluru,Gangadhara Ganapati,India,,Karnataka
TrillianLoans,Fintech,2018.0,Mumbai,"Achal Mittal,Gautam Adukia",India,"Rs 747,000,000.0",Maharashtra
Trilyo,AI,2015.0,Bengaluru,"Abhishek Moharana, Gaurav Gambhir",India,,Karnataka
Tring,Media & Entertainment,2019.0,Mumbai,"Rahul Saini,Akash Saini, Pranav Chabhadia",India,"Rs 415,000,000.0",Maharashtra
Trinkerr,Fintech,2021.0,Bengaluru,"Manvendra Singh,Gaurav Agrawal",India,"Rs 547,800,000.0",Karnataka
TrioTree Technologies,Enterprise Tech,2012.0,Noida,Surjeet Thakur,India,,Uttar Pradesh
Triotech,Fintech,2009.0,Gurugram,"Munish Dhingra, Rajesh Kaul",India,"Rs 6,889,000,000.0",Haryana
Trip Cabinet,Travel Tech,2023.0,Bengaluru,Vijay Arora,India,"Rs 539,500,000.0",Karnataka
Trip Tap Toe,Travel Tech,2008.0,Gurugram,Manuraj Singh Johar,India,,Haryana
Trip38,Travel Tech,2013.0,Bengaluru,"Markish Arun, Seshadri Krishnan",India,"Rs 83,000,000.0",Karnataka
TripFactory,Travel Tech,2013.0,Bengaluru,"Amit Aggarwal, Vinay Gupta",India,,Karnataka
TripHobo,Travel Tech,2012.0,Pune,"Karthik Ramachandra, Saket Newaskar",India,"Rs 539,500,000.0",Maharashtra
TripMoney,Fintech,2014.0,Bengaluru,"Deep Kalra, Keyur Joshi, Rajesh Magow",India,,Karnataka
TripShelf,Travel Tech,2015.0,New Delhi,"Dhruv Raj Gupta, Jai Raj Gupta",India,,Delhi
Tripeur,Fintech,2015.0,Bengaluru,"Sajit Chacko, Thiagarajan Rajagopalan",India,"Rs 132,800,000.0",Karnataka
Triple Tap,Media & Entertainment,2024.0,Mumbai,"Karan Khairajani, Surojit Roy",India,,Maharashtra
Tripoto,Travel Tech,2013.0,New Delhi,"Anirudh Gupta, Michael Pargal Lyngdoh",India,"Rs 622,500,000.0",Delhi
Tristha Global,Enterprise Tech,2016.0,Mumbai,"Sheetal Shah, Taral Shah",India,,Maharashtra
Trisu,Ecommerce,2023.0,Gurugram,Saloni Chopra,India,,Haryana
Tritiyaa Fine Jewellery,Ecommerce,2023.0,Hyderabad,Kanthi Dutta,India,,Telangana
Trom Industries,Clean Tech,2011.0,Gandhinagar,"Jignesh Patel, Pankaj Pawar",India,,Gujarat
Troo Good,Ecommerce,2018.0,Hyderabad,Raju Bhupati,India,"Rs 2,190,370,000.0",Telangana
Troovy,Ecommerce,2021.0,Gurugram,"Aditya Mukherjee, Mansi Baranwal",India,"Rs 240,700,000.0",Haryana
TropoGo,Advanced Hardware & Technology,2018.0,Bengaluru,"Sandipan Sen, Subrata Ghosh",India,,Karnataka
Trouve,Clean Tech,2021.0,New Delhi,Arun Sunny,India,,Delhi
TruBoard Partners,Fintech,2020.0,Mumbai,"Nandkumar Surti,Srickant Rajagopal,Vipul Thakore,Nandkumar Surti,Srickant Rajagopal,Vipul Thakore",India,"Rs 224,100,000.0",Maharashtra
TruNativ,Ecommerce,2019.0,Mumbai,"Pranav Malhotra,Mamta Malhotra",India,"Rs 91,300,000.0",Maharashtra
TruckMandi,Logistics,2015.0,New Delhi,"Ankit Singh, Anurag Jain, Nishant Singh",India,"Rs 166,000,000.0",Delhi
TruckSuvidha,Logistics,2014.0,Yamuna Nagar,"Amit Punaini, Ishu Bansal",India,,Haryana
Truckhall,Logistics,2015.0,Kolkata,"Ankit Dudhwewala, Anup Agarwal, Manisha Sharaf, Varun Biyani",India,"Rs 190,070,000.0",West Bengal
Trucking Cube,Logistics,2016.0,New Delhi,Saransh Agarwal,India,"Rs 1,236,700,000.0",Delhi
Truckola,Logistics,2015.0,Mumbai,"Keshav Himatsingka, Raghav Himatsingka, Vipul Garg",India,,Maharashtra
True Balance,Fintech,2014.0,Gurugram,"Cheolwon Lee, Jay Yi, Martin Lee",India,"Rs 14,030,320,000.0",Haryana
True Diamond,Consumer Services,2024.0,Mumbai,"Darayus Mehta, Parin Shah",India,"Rs 83,000,000.0",Maharashtra
True Elements,Ecommerce,2017.0,Pune,"Puru Gupta, Sreejith Moolayil",India,"Rs 181,770,000.0",Maharashtra
TrueFan,Media & Entertainment,2020.0,Gurugram,"Devender Bindal, Nevaid Aggarwal, Nimish Goel",India,"Rs 937,900,000.0",Haryana
TrueGradient,Enterprise Tech,2023.0,Bengaluru,"Ankur Verma, Namrata Gupta, Siddharth Shahi",India,,Karnataka
Truebil,Ecommerce,2015.0,Mumbai,"Rakesh Raman, Ravi Chirania, Ritesh Pandey, Shanu Vivek, Shubh Bansal, Shubh Bansal, Suraj Kalwani",India,"Rs 2,160,490,000.0",Maharashtra
Truebrowns,Ecommerce,2016.0,Gurugram,Udita Bansal,India,,Haryana
Truefarm Foods,Ecommerce,2016.0,Mumbai,Ravi Jakhar,India,,Maharashtra
Truein,Enterprise Tech,2018.0,Pune,"Ankit Tanna, Jigar Pujara",India,,Maharashtra
Truelancer,Enterprise Tech,2014.0,New Delhi,Dipesh Garg,India,,Delhi
Truemeds,Health Tech,2019.0,Mumbai,"Akshat Nayyar, Kunal Wani",India,"Rs 2,240,170,000.0",Maharashtra
Trukky,Logistics,2015.0,Gurugram,"Saswat Sahu, Subhasish Das",India,,Haryana
Truliv,Real Estate Tech,2019.0,Chennai,"Ranjeeth Rathod,Rohit Reddy",India,"Rs 124,500,000.0",Tamil Nadu
TrulyMadly,Media & Entertainment,2013.0,New Delhi,"Hitesh Dhingra, Rahul Kumar, Sachin Bhatia, Snehil Khanor",India,"Rs 740,360,000.0",Delhi
Trupay,Fintech,2015.0,Gurugram,"Narender Kumar, Rahul Gochhwal, Vivek Lohcheb",India,"Rs 91,300,000.0",Haryana
Truphe,Enterprise Tech,2015.0,Noida,Honey Gupta,India,,Uttar Pradesh
Trust Fintech,Enterprise Tech,1999.0,Nagpur,Hemant Chafale,India,,Maharashtra
TrustCheckr,Enterprise Tech,2017.0,Bengaluru,"Adhip Ramesh, Praveen Raj, Shivraj Harsha Mysore",India,"Rs 91,300,000.0",Karnataka
Truva,Real Estate Tech,2023.0,Mumbai,"Ankit Gupta, Puneet Arora",India,"Rs 249,000,000.0",Maharashtra
Truxapp,Logistics,2015.0,New Delhi,"Dhruv Khandelwal, Manmohan Agarwal, Naseer Ahmed, Sharad Pratap Singh, Shyam Hiraou",India,"Rs 257,300,000.0",Delhi
Try & Buy Fashion,Enterprise Tech,2018.0,New Delhi,Nitin Vats,India,"Rs 83,000,000.0",Delhi
Tsepak Technologies,Enterprise Tech,2015.0,Bengaluru,Mohit Maheshwari,India,,Karnataka
Tuco Intelligent,Ecommerce,2022.0,Bengaluru,Aishvarya Murali,India,"Rs 166,000,000.0",Karnataka
Tulua,Ecommerce,2020.0,Mumbai,Richy Dave,India,,Maharashtra
Tummoc,Travel Tech,2016.0,Bengaluru,"Hiranmay Mallick, Monalisha Thakur, Narayan Mishra",India,"Rs 127,820,000.0",Karnataka
TunePatrol,Media & Entertainment,2016.0,Bengaluru,Brijesh Bharadwaj,India,,Karnataka
TurboHire,Enterprise Tech,2019.0,Hyderabad,"Abhishek Kabra, Aman Gour, Deepak Agrawal, Gaurav Kumar, Rakesh Nayak",India,"Rs 249,000,000.0",Telangana
Turms Intelligent Apparels,Ecommerce,2016.0,Bengaluru,Surender S Rajpurohit,India,"Rs 95,450,000.0",Karnataka
Turnaround Innovision,Enterprise Tech,2012.0,Bengaluru,Sreepriya Koppula,India,,Karnataka
Turnip,Media & Entertainment,2020.0,Bengaluru,"Aditya Sharma, Devendra Sharma, Pooja Dubey",India,"Rs 1,172,790,000.0",Karnataka
Turno,Ecommerce,2021.0,Bengaluru,"Hemanth Aluru, Sudhindra Reddy",India,"Rs 1,862,520,000.0",Karnataka
Turtlemint,Fintech,2015.0,Thane,"Anand Prabhudesai, Dhirendra Mahyavanshi, Kunal Shah",India,"Rs 16,351,000,000.0",Maharashtra
Tusker,AI,2021.0,Ahmedabad,Harshal Trivedi,India,,Gujarat
Tutelar,Enterprise Tech,2022.0,Chennai,Pradeep Kumar,India,,Tamil Nadu
TutorVista,Edtech,2005.0,Bengaluru,"Ganesh Krishnan, Meena Ganesh, Ravi Kannan, Srikanth Iyer",India,"Rs 2,386,250,000.0",Karnataka
Tvasta,Advanced Hardware & Technology,2016.0,Chennai,"Adithya VS, Parivarthan Reddy, Santhosh Kumar, Vidyashankar C",India,,Tamil Nadu
Tvaster Genkalp,Health Tech,2021.0,Chennai,"Dr. Srikar Raman,K. Sreedurgalakshmi",India,"Rs 103,750,000.0",Tamil Nadu
Twenty Two Motors,Clean Tech,2016.0,Gurugram,"Parveen Kharb, Vijay Chandrawat",India,"Rs 5,527,799,999.0",Haryana
Twigly,Foodtech,2015.0,Gurugram,"Naresh Kumar Kachhi, Rohan Dayal, Sonal Minhas",India,,Haryana
Two Brothers Organic Farms,Ecommerce,2016.0,Pune,"Ajinkya Hange,Satyajit Hange,Ajinkya Hange,Satyajit Hange",India,"Rs 726,250,000.0",Maharashtra
Two Point O Capital,Fintech,2024.0,Mumbai,"Archit Mehrotra, Karan Bhutani, Manya Ranjan, Shashi",India,"Rs 522,900,000.0",Maharashtra
Twyn,Enterprise Tech,2019.0,Noida,Avi Dahiya,India,"Rs 235,720,000.0",Uttar Pradesh
Twyst,Enterprise Tech,2013.0,Gurugram,"Arun Rajappa, Rahul Chakraborti",India,,Haryana
Tyke,Fintech,2021.0,Mumbai,"Karan Mehra, Purav Bubna",India,"Rs 124,500,000.0",Maharashtra
Typeset,Edtech,2016.0,Bengaluru,"Saikiran Chandha, Shanu Kumar",India,,Karnataka
Tyre Express,Advanced Hardware & Technology,2012.0,Mumbai,"Brijesh Shukla, Dinesh Wakale",India,,Maharashtra
TyreMarket,Ecommerce,2015.0,Bengaluru,Sanjeev Agrawal,India,,Karnataka
Tyreplex,Ecommerce,2020.0,New Delhi,"Jiveshwar Sharma, Nikhil Kalra, Puneet Bhaskar, Rupendra Pratap Singh",India,"Rs 125,330,000.0",Delhi
TyresNmore.com,Ecommerce,2014.0,New Delhi,"Anupreet Kaur Makhija, Mandeep Kaur, Sumit Pal Singh, Tejinder Singh",India,,Delhi
Tzaro,Ecommerce,2012.0,New Delhi,Subhanshu Singh,India,,Delhi
U Gro Capital,Fintech,1993.0,Mumbai,SHACHINDRA NATH,India,"Rs 39,855,770,000.0",Maharashtra
UACTIV,Media & Entertainment,2015.0,Mumbai,"Atish Chhabria, Bhavik Mehta",India,,Maharashtra
UBreathe,Ecommerce,2018.0,Gurugram,"Akhil Gupta, Akshay Goyal, Inderjeet Rao, Sanjay Maurya",India,,Haryana
UC Inclusive Credit,,2019.0,Bengaluru,,India,,Karnataka
UCLID,Enterprise Tech,2017.0,Hyderabad,Bhargav Krishna,India,,Telangana
UClean,Consumer Services,2016.0,Faridabad,Arunabh Sinha,India,"Rs 134,460,000.0",Haryana
UHF DIGITAL,Enterprise Services,2016.0,Ranchi,Rishima Jain,India,,Jharkhand
UXINDIA,Media & Entertainment,2005.0,Hyderabad,Bapu Kaladhar,India,,Telangana
Uber Eats - India,Foodtech,2014.0,Mumbai,"Garrett Camp,Travis Kalanick",India,,Maharashtra
UberDreams,Ecommerce,2016.0,Mumbai,Savan Daru,India,,Maharashtra
Ubico,Enterprise Tech,2007.0,Gurugram,"Udit Mehrotra, Nitin Mehrotra",India,,Haryana
UcliQ,Ecommerce,2019.0,New Delhi,Sameer Malik,India,,Delhi
Udaan,Ecommerce,2016.0,Bengaluru,"Amod Malviya, Sujeet Kumar, Vaibhav Gupta",India,"Rs 170,980,000,000.0",Karnataka
Udaan Technologies,Enterprise Services,2011.0,Noida,"Monika Satia, Ritesh Satia",India,,Uttar Pradesh
Udayy,Media & Entertainment,2019.0,Gurugram,"Karan Varshney, Mahak Garg, Saumya Yadav",India,"Rs 207,500,000.0",Haryana
Ugaoo,Ecommerce,2015.0,Pune,"Siddhant Bhalinge,Saurabh Sameer",India,"Rs 630,800,000.0",Maharashtra
Ugees,Ecommerce,2022.0,Gurugram,"Rahul Tyagi, Samiksha Yadav",India,,Haryana
Ujjivan Small Finance Bank,Fintech,2017.0,Bengaluru,Samit Ghosh,India,"Rs 10,040,510,000.0",Karnataka
Ukhi,Clean Tech,2019.0,Faridabad,"Vishal Vivek, Priyanka Chauhan, Sandeep Kumar Tyagi",India,"Rs 99,600,000.0",Haryana
Ulai,Enterprise Tech,2023.0,Bengaluru,"Makrand Raut Dessai, Shantala Bhat, Santosh Patil",India,,Karnataka
Ulipsu,Edtech,2017.0,Bengaluru,"Nikhil Bhaskar, Sumanth Prabhu",India,"Rs 473,100,000.0",Karnataka
Ultrahuman,Health Tech,2020.0,Bengaluru,"Mohit Kumar, Vatsal singhal",India,"Rs 4,357,500,000.0",Karnataka
Ultraviolette Automotive,Clean Tech,2016.0,Bengaluru,"Narayan Subramaniam, Niraj Rajmohan",India,"Rs 5,801,700,000.0",Karnataka
Ummeed Housing Finance,Fintech,2016.0,Gurugram,Ashutosh Sharma,India,"Rs 20,139,120,000.0",Haryana
Unacademy,Edtech,2015.0,Bengaluru,"Gaurav Munjal, Hemesh Singh, Roman Saini, Sachin Gupta",India,"Rs 69,595,500,000.0",Karnataka
Unbound Finance,Fintech,2020.0,New Delhi,Tarun Jaswani,India,"Rs 481,400,000.0",Delhi
Unbox Robotics,Logistics,2019.0,Pune,"Pramod Ghadge, Shahid Memon",India,"Rs 728,740,000.0",Maharashtra
Uncanny Vision,Enterprise Tech,2012.0,Bengaluru,"Navaneethan Sundaramoorthy,Ranjith Parakkal",India,,Karnataka
Unfade,Ecommerce,2022.0,Jaipur,"Ayushi Bhatter, Jayant Bhandari",India,,Rajasthan
Uni Cards,Fintech,2020.0,Bengaluru,"Laximikant Vyas, Nitin Gupta, Prateek Jindal",India,"Rs 7,868,400,000.0",Karnataka
Uni Seoul,Ecommerce,2023.0,Pune,"Gaurav Karmani,Mohit Khurana",India,,Maharashtra
UniAcco,Real Estate Tech,2019.0,Mumbai,"Amit Singh, Sayantan Biswas",India,"Rs 83,000,000.0",Maharashtra
Unicommerce,Enterprise Tech,2012.0,Gurugram,"Karun Singla, Manish Gupta",India,"Rs 830,000,000.0",Haryana
Unikon.ai,Media & Entertainment,2023.0,Gurugram,"Aakash Anand, Palash Arneja, Sumit Jha",India,"Rs 158,530,000.0",Haryana
Uniphore,Enterprise Tech,2008.0,Chennai,"Ravi Saraogi, Umesh Sachdev",India,"Rs 54,192,360,000.0",Tamil Nadu
Uniqus Consultech,Enterprise Tech,2022.0,Mumbai,"Jamil Khatri, Sandip Khetan",India,"Rs 1,867,500,000.0",Maharashtra
Univariety,Enterprise Tech,2009.0,Hyderabad,"Jaideep Gupta, Varun Aggarwal",India,"Rs 249,000,000.0",Telangana
University Living,Real Estate Tech,2015.0,New Delhi,"Mayank Maheshwari, Saurabh Arora",India,,Delhi
Univest,Fintech,2022.0,Gurugram,"Avneet Dhamija, Pranit Arora, Vikash Agrawal",India,"Rs 2,321,510,000.0",Haryana
Unlogged,Enterprise Tech,2022.0,Bengaluru,"Parth Mudgal, Shardul Lavekar",India,,Karnataka
Unmarshal,Deeptech,2021.0,Bengaluru,Manohara K.,India,"Rs 215,800,000.0",Karnataka
Unnati,Agritech,2017.0,Noida,"Amit Sinha, Ashok Prasad",India,"Rs 1,098,920,000.0",Uttar Pradesh
Uno Finance,Fintech,2018.0,New Delhi,"Soumya Arora, Tushar Aggarwal",India,,Delhi
Unocoin,Fintech,2013.0,Tumkur,"Abhinand Kaseti, Harish B V, Sathvik Vishwanath, Sunny Ray",India,"Rs 560,250,000.0",Karnataka
Unomer,Enterprise Tech,2015.0,Bengaluru,"Mayank Sharma, Vinay Bapna",India,,Karnataka
Unotech Software,Enterprise Tech,2019.0,Mumbai,Vikash Jha,India,"Rs 166,000,000.0",Maharashtra
Unschool,Edtech,2019.0,Hyderabad,"Narayanan S, Rahul Varma",India,,Telangana
Unspun Consulting Group,Enterprise Tech,2013.0,Bengaluru,"Som Singh, Somdutta Singh",India,,Karnataka
Unstop,Edtech,2019.0,New Delhi,Ankit Aggarwal,India,"Rs 415,000,000.0",Delhi
Unwind Mind,Ecommerce,2022.0,Jodhpur,Surendra S RajPurohit,India,,Rajasthan
Uolo,Edtech,2020.0,Gurugram,"Ankur Pandey, Badrish Agarwal, Pallav Pandey",India,"Rs 2,108,200,000.0",Haryana
Up,Ecommerce,2021.0,Bengaluru,"Mahek Mody, Mohit Sharma",India,"Rs 514,600,000.0",Karnataka
Up Money,Fintech,2014.0,Ludhiana,Sumel Chawla,India,,Punjab
UpMove,Fintech,2018.0,Bengaluru,,India,,Karnataka
UpScalio,Ecommerce,2021.0,Gurugram,"Gautam Kshatriya, Nitin Agarwal, Saaim Khan",India,"Rs 4,772,500,000.0",Haryana
Uppskill,Edtech,2017.0,Noida,"Abhishek Gupta, Arbab Usmani",India,,Uttar Pradesh
Upraised,Enterprise Tech,2020.0,Kolkata,Debarya Dutta,India,,West Bengal
Upside AI,Fintech,2017.0,Mumbai,"Atanuu Agarrwal, Kanika Agarrwal, Nikhil Hooda",India,"Rs 99,600,000.0",Maharashtra
Upside Health,Health Tech,2021.0,Pune,"Anurag Jain, Sachin Vyas",India,,Maharashtra
Upskillr.ai,Enterprise Tech,2023.0,Mumbai,Aditya Saxena,India,,Maharashtra
Upstox,Fintech,2009.0,Mumbai,"Kavitha Subramanian, Raghu Kumar, Ravi Kumar, Shrinivas Viswanath",India,"Rs 5,000,750,000.0",Maharashtra
Upswing Cognitive Hospitality Solutions,Enterprise Tech,2019.0,Pune,Harshvardhan Amle,India,,Maharashtra
Upswing Financial Technologies,Fintech,2021.0,Bengaluru,"Anupam Bagchi,Nihar Gupta,Harshvardhan Sudhakar Amle,Harsh Mathur",India,"Rs 680,599,999.0",Karnataka
Upwardly,Fintech,2016.0,Bengaluru,"Prateek Mehta, Prithvi Raj Tejavath, Shashank Agrawal, Vivek Agarwal",India,,Karnataka
Upwards,Fintech,2017.0,Mumbai,"Abhishek Soni, Nimesh Verma",India,"Rs 415,000,000.0",Maharashtra
UrDoorstep,Consumer Services,2015.0,Bengaluru,Dinesh Malpani,India,"Rs 141,100,000.0",Karnataka
Uravu Labs,Clean Tech,2019.0,Bengaluru,"Govinda Balaji, Pardeep Garg, Swapnil Shrivastav, Venkatesh RY",India,"Rs 356,900,000.0",Karnataka
Urban Company,Consumer Services,2014.0,Gurugram,"Abhiraj Singh Bhal, Raghav Chandra, Varun Khaitan",India,"Rs 37,642,160,000.0",Haryana
Urban Dhobi,Consumer Services,2015.0,Jaipur,"Prakhar Pagaria, Saransh Sidhu, Satyam Mishra, Tushar Thettayil",India,,Rajasthan
Urban Ladder,Ecommerce,2012.0,Bengaluru,"Ashish Goel, Rajiv Srivatsa",India,"Rs 9,619,700,000.0",Karnataka
Urban Sphere,Clean Tech,2022.0,Bengaluru,"Karthik Athreya,Veluru Nagarjuna,Karthik Athreya,Veluru Nagarjuna",India,,Karnataka
Urban Tailor,Consumer Services,2015.0,Bengaluru,"Ashish Singhal, Lavanya Venkatraman, Vasudevan Thrikkazhipuram",India,,Karnataka
UrbanKisaan,Agritech,2020.0,Hyderabad,"Sairam Reddy, Srinivas Chaganti, Vihari Kanukollu",India,"Rs 124,500,000.0",Telangana
UrbanMatrix,,2019.0,Bengaluru,"Rishabh Verma,Ashutosh Kumar,Divyanshu Pundir,Chitransh Chauhan",India,,Karnataka
UrbanPiper,Enterprise Tech,2016.0,Bengaluru,"Anirban Majumdar, Manav Gupta, Saurabh Gupta",India,"Rs 3,029,500,000.0",Karnataka
UrbanPro,Edtech,2011.0,Bengaluru,"Rakesh Kalra,Bhavana Kalra,Praveen Singh",India,"Rs 166,000,000.0",Karnataka
Urja Mobility,Clean Tech,2022.0,Faridabad,Pankaj Chopra,India,"Rs 996,000,000.0",Haryana
Urja Sathi,Clean Tech,2021.0,Lucknow,Anurag Srivastava,India,,Uttar Pradesh
Urjas,Clean Tech,2012.0,Mumbai,"Ashwin Shejwalkar, Devendra Pareek, Pradeepkumar Podal",India,,Maharashtra
Urvann,Ecommerce,2021.0,New Delhi,"Sambhav Jain, Akansha Gupta",India,,Delhi
Ustraa,Ecommerce,2015.0,New Delhi,"Rahul Anand,Rajat Tuli,Rahul Anand,Rajat Tuli",India,"Rs 174,300,000.0",Delhi
Utkal Tubers,Agritech,2016.0,Bengaluru,Mukul Gulati,India,"Rs 502,150,000.0",Karnataka
Utkarsh Small Finance Bank,Fintech,2016.0,Varanasi,Govind Singh,India,"Rs 6,606,800,000.0",Uttar Pradesh
Utoo Cabs,Travel Tech,2016.0,Chennai,"Jayanth KP, Sweekar Karkera",India,,Tamil Nadu
Utsav,Consumer Services,2021.0,Kolkata,"Sourvajit Basu, Ankita De, Prajata Samanta",India,,West Bengal
Utter,Edtech,2015.0,Pune,"Amit Bhadbhade, Ninad Vengurlekar",India,,Maharashtra
Uvi Health,Health Tech,2020.0,Bengaluru,"Jyotiska Khasnabish, Mehak Malik",India,,Karnataka
Uvik Technologies,Fintech,2019.0,Bengaluru,Amartya Singh,India,,Karnataka
Uzhavarbumi,Consumer Services,2017.0,Chennai,"Vetrivel Palani,Mr.Panneerselvam",India,"Rs 89,640,000.0",Tamil Nadu
V Resorts,Travel Tech,2011.0,Noida,"Aditi Balbir,Shoumitro Roye, Vaibhav Dayal",India,"Rs 1,328,000,000.0",Uttar Pradesh
VAAN Mobility,Clean Tech,2019.0,Mumbai,"Jithu Sukumaran Nair,Jithu Sukumaran Nair",India,,Maharashtra
VAMA,Consumer Services,2020.0,New Delhi,"Acharya Dev, Himanshu Semwal, Manu Jain",India,"Rs 240,700,000.0",Delhi
VDeliver,Logistics,2011.0,Hyderabad,"Chaitanya Reddy, Prashant Patalay, Srinivas Madhavam",India,,Telangana
VIDTEQ,Enterprise Tech,2008.0,Bengaluru,"Chandra Thimmannagari, Muraleedhara Navada",India,,Karnataka
VITTSAATHI,Fintech,2023.0,Bengaluru,"Ariz Siddique, Mahima Chatterjee",India,,Karnataka
VNIR Biotechnologies,Health Tech,2017.0,Bengaluru,"Meher Kiran Prakash Ayalasomayajula,Thimmaiah Govindaraju",India,,Karnataka
VOC,Consumer Services,2019.0,Bengaluru,"Lokesh Siddappa, Venkatesh B M",India,,Karnataka
VOICE,Logistics,2023.0,Bengaluru,,India,,Karnataka
VRO Hospitality,Consumer Services,2018.0,Bengaluru,"Dawn Thomas, Safdar Adhoor, Sharath Rice",India,"Rs 1,081,490,000.0",Karnataka
